date,diesel_driving,diesel_home_heating,super,unleaded_100,unleaded_95,autogas
2017-03-14,1.292,0.984,1.646,1.727,1.533,0.859
2017-03-15,1.29,0.981,1.646,1.726,1.53,0.858
2017-03-16,1.288,0.979,1.647,1.723,1.527,0.857
2017-03-17,1.286,0.977,1.65,1.716,1.525,0.857
2017-03-18,1.286,0.977,1.65,1.716,1.525,0.857
2017-03-19,1.284,0.975,1.651,1.716,1.522,0.856
2017-03-20,1.283,0.972,1.651,1.721,1.52,0.855
2017-03-21,1.281,0.972,1.654,1.72,1.519,0.853
2017-03-22,1.28,0.97,1.654,1.719,1.518,0.853
2017-03-23,1.279,0.97,1.643,1.718,1.517,0.852
2017-03-24,1.277,0.968,1.642,1.711,1.516,0.851
2017-03-25,1.277,0.968,1.642,1.711,1.516,0.851
2017-03-26,1.276,0.968,1.639,1.711,1.515,0.85
2017-03-27,1.275,0.966,1.649,1.717,1.514,0.849
2017-03-28,1.274,0.965,1.65,1.717,1.513,0.848
2017-03-29,1.273,0.964,1.654,1.716,1.512,0.847
2017-03-30,1.272,0.963,1.66,1.716,1.512,0.846
2017-03-31,1.272,0.962,1.658,1.71,1.512,0.844
2017-04-01,1.272,0.962,1.658,1.71,1.512,0.844
2017-04-02,1.271,0.962,1.664,1.711,1.512,0.843
2017-04-03,1.271,0.961,1.665,1.716,1.512,0.842
2017-04-04,1.271,0.962,1.659,1.717,1.514,0.842
2017-04-05,1.272,0.963,1.655,1.718,1.516,0.841
2017-04-06,1.273,0.963,1.657,1.718,1.519,0.841
2017-04-07,1.274,0.963,1.66,1.714,1.523,0.841
2017-04-08,1.274,0.963,1.66,1.714,1.523,0.841
2017-04-09,1.274,0.963,1.66,1.714,1.523,0.841
2017-04-10,1.277,0.965,1.667,1.721,1.528,0.841
2017-04-11,1.279,0.966,1.67,1.725,1.533,0.841
2017-04-12,1.282,0.968,1.663,1.727,1.537,0.84
2017-04-13,1.285,0.971,1.654,1.728,1.542,0.84
2017-04-14,1.286,0.971,1.653,1.724,1.544,0.84
2017-04-15,1.286,0.971,1.653,1.724,1.544,0.84
2017-04-16,1.287,0.972,1.654,1.725,1.546,0.84
2017-04-17,1.288,0.973,1.653,1.728,1.547,0.84
2017-04-18,1.289,0.973,1.659,1.732,1.549,0.84
2017-04-19,1.289,0.974,1.659,1.733,1.55,0.84
2017-04-20,1.29,0.975,1.66,1.733,1.551,0.839
2017-04-21,1.291,0.975,1.663,1.727,1.551,0.839
2017-04-22,1.291,0.975,1.663,1.727,1.551,0.839
2017-04-23,1.291,0.976,1.666,1.729,1.551,0.839
2017-04-24,1.291,0.976,1.663,1.734,1.551,0.838
2017-04-25,1.291,0.975,1.654,1.735,1.55,0.837
2017-04-26,1.29,0.975,1.647,1.734,1.548,0.835
2017-04-27,1.289,0.974,1.645,1.733,1.546,0.833
2017-04-28,1.287,0.974,1.652,1.725,1.543,0.833
2017-04-29,1.287,0.974,1.652,1.725,1.543,0.833
2017-04-30,1.284,0.973,1.663,1.722,1.539,0.831
2017-05-01,1.283,0.973,1.675,1.724,1.539,0.83
2017-05-02,1.282,0.973,1.678,1.729,1.536,0.83
2017-05-03,1.279,0.973,1.675,1.727,1.532,0.827
2017-05-04,1.277,0.973,1.673,1.724,1.528,0.827
2017-05-05,1.274,0.973,1.684,1.716,1.524,0.824
2017-05-06,1.274,0.973,1.684,1.716,1.524,0.824
2017-05-07,1.271,0.973,1.683,1.715,1.52,0.821
2017-05-08,1.268,0.973,1.675,1.72,1.517,0.817
2017-05-09,1.265,0.973,1.675,1.718,1.513,0.815
2017-05-10,1.262,0.973,1.665,1.716,1.51,0.813
2017-05-11,1.261,0.973,1.662,1.713,1.508,0.812
2017-05-12,1.259,0.973,1.663,1.705,1.506,0.81
2017-05-13,1.259,0.973,1.663,1.705,1.506,0.81
2017-05-14,1.258,0.973,1.655,1.705,1.504,0.808
2017-05-15,1.257,0.973,1.648,1.709,1.504,0.806
2017-05-16,1.256,0.973,1.641,1.711,1.503,0.805
2017-05-17,1.256,0.973,1.641,1.711,1.503,0.804
2017-05-18,1.255,0.973,1.656,1.71,1.503,0.803
2017-05-19,1.255,0.973,1.656,1.704,1.503,0.802
2017-05-20,1.255,0.973,1.656,1.704,1.503,0.802
2017-05-21,1.255,0.973,1.648,1.704,1.502,0.801
2017-05-22,1.255,0.973,1.651,1.711,1.502,0.8
2017-05-23,1.255,0.973,1.647,1.711,1.503,0.799
2017-05-24,1.254,0.973,1.647,1.711,1.502,0.798
2017-05-25,1.256,0.973,1.661,1.711,1.503,0.797
2017-05-26,1.257,0.973,1.655,1.706,1.504,0.798
2017-05-27,1.257,0.973,1.655,1.706,1.504,0.798
2017-05-28,1.257,0.973,1.659,1.707,1.504,0.797
2017-05-29,1.257,0.973,1.667,1.713,1.504,0.796
2017-05-30,1.257,0.973,1.667,1.713,1.504,0.796
2017-05-31,1.257,0.973,1.664,1.713,1.504,0.796
2017-06-01,1.257,0.973,1.657,1.712,1.503,0.795
2017-06-02,1.257,0.973,1.658,1.705,1.503,0.795
2017-06-03,1.257,0.973,1.658,1.705,1.503,0.795
2017-06-04,1.257,0.973,1.658,1.705,1.503,0.795
2017-06-05,1.256,0.973,1.645,1.711,1.501,0.792
2017-06-06,1.254,0.973,1.644,1.711,1.5,0.791
2017-06-07,1.252,0.973,1.651,1.709,1.497,0.789
2017-06-08,1.25,0.973,1.643,1.706,1.494,0.788
2017-06-09,1.247,0.973,1.642,1.697,1.491,0.785
2017-06-10,1.247,0.973,1.642,1.697,1.491,0.785
2017-06-11,1.244,0.973,1.641,1.697,1.488,0.784
2017-06-12,1.242,0.973,1.642,1.702,1.486,0.782
2017-06-13,1.24,0.973,1.642,1.7,1.484,0.78
2017-06-14,1.238,0.973,1.639,1.699,1.482,0.779
2017-06-15,1.236,0.973,1.636,1.696,1.48,0.778
2017-06-16,1.234,0.973,1.642,1.689,1.478,0.777
2017-06-17,1.234,0.973,1.642,1.689,1.478,0.777
2017-06-18,1.233,0.973,1.637,1.688,1.475,0.776
2017-06-19,1.231,0.973,1.636,1.692,1.473,0.776
2017-06-20,1.229,0.973,1.642,1.691,1.471,0.775
2017-06-21,1.227,0.973,1.644,1.69,1.469,0.775
2017-06-22,1.227,0.973,1.646,1.688,1.467,0.774
2017-06-23,1.225,0.973,1.643,1.681,1.466,0.771
2017-06-24,1.225,0.973,1.643,1.681,1.466,0.771
2017-06-25,1.224,0.973,1.637,1.682,1.464,0.771
2017-06-26,1.223,0.973,1.634,1.687,1.463,0.77
2017-06-27,1.222,0.973,1.635,1.686,1.462,0.769
2017-06-28,1.221,0.973,1.635,1.686,1.461,0.769
2017-06-29,1.221,0.973,1.641,1.684,1.46,0.769
2017-06-30,1.221,0.973,1.632,1.679,1.46,0.768
2017-07-01,1.221,0.973,1.632,1.679,1.46,0.768
2017-07-02,1.22,0.973,1.625,1.68,1.459,0.767
2017-07-03,1.215,0.973,1.601,1.682,1.463,0.77
2017-07-04,1.214,0.973,1.602,1.682,1.463,0.769
2017-07-05,1.215,0.973,1.601,1.682,1.465,0.769
2017-07-06,1.216,0.973,1.606,1.682,1.466,0.768
2017-07-07,1.217,0.973,1.606,1.675,1.467,0.767
2017-07-08,1.217,0.973,1.606,1.675,1.467,0.767
2017-07-09,1.217,0.973,1.606,1.676,1.467,0.766
2017-07-10,1.218,0.973,1.604,1.683,1.467,0.765
2017-07-11,1.218,0.973,1.605,1.684,1.467,0.765
2017-07-12,1.217,0.973,1.604,1.683,1.467,0.765
2017-07-13,1.218,0.973,1.604,1.683,1.467,0.764
2017-07-14,1.218,0.973,1.611,1.675,1.467,0.767
2017-07-15,1.218,0.973,1.611,1.675,1.467,0.767
2017-07-16,1.218,0.973,1.621,1.676,1.466,0.766
2017-07-17,1.218,0.973,1.616,1.679,1.466,0.766
2017-07-18,1.218,0.973,1.616,1.683,1.467,0.765
2017-07-19,1.219,0.973,1.641,1.683,1.467,0.758
2017-07-20,1.219,0.973,1.635,1.683,1.468,0.758
2017-07-21,1.22,0.973,1.635,1.678,1.469,0.758
2017-07-22,1.22,0.973,1.635,1.678,1.469,0.758
2017-07-23,1.22,0.973,1.639,1.678,1.469,0.759
2017-07-24,1.221,0.973,1.639,1.685,1.47,0.76
2017-07-25,1.221,0.973,1.644,1.687,1.47,0.76
2017-07-26,1.22,0.973,1.645,1.687,1.47,0.76
2017-07-27,1.22,0.973,1.649,1.686,1.47,0.76
2017-07-28,1.221,0.973,1.648,1.679,1.47,0.764
2017-07-29,1.221,0.973,1.648,1.679,1.47,0.764
2017-07-30,1.221,0.973,1.647,1.68,1.471,0.764
2017-07-31,1.223,0.973,1.653,1.686,1.472,0.765
2017-08-01,1.224,0.973,1.652,1.687,1.474,0.765
2017-08-02,1.226,0.973,1.649,1.687,1.476,0.77
2017-08-03,1.228,0.973,1.65,1.687,1.477,0.771
2017-08-04,1.228,0.973,1.65,1.682,1.48,0.77
2017-08-05,1.228,0.973,1.65,1.682,1.48,0.77
2017-08-06,1.23,0.973,1.658,1.683,1.482,0.772
2017-08-07,1.234,0.973,1.653,1.691,1.483,0.774
2017-08-08,1.234,0.973,1.653,1.691,1.484,0.777
2017-08-09,1.235,0.973,1.645,1.692,1.485,0.776
2017-08-10,1.236,0.973,1.635,1.692,1.486,0.778
2017-08-11,1.236,0.973,1.632,1.686,1.486,0.779
2017-08-12,1.236,0.973,1.632,1.686,1.486,0.779
2017-08-13,1.237,0.973,1.631,1.687,1.487,0.779
2017-08-14,1.237,0.973,1.631,1.693,1.488,0.78
2017-08-15,1.237,0.973,1.631,1.694,1.488,0.78
2017-08-16,1.237,0.973,1.631,1.695,1.488,0.781
2017-08-17,1.238,0.973,1.625,1.694,1.488,0.782
2017-08-18,1.238,0.973,1.626,1.688,1.489,0.782
2017-08-19,1.238,0.973,1.626,1.688,1.489,0.782
2017-08-20,1.238,0.973,1.626,1.688,1.489,0.783
2017-08-21,1.238,0.973,1.635,1.695,1.489,0.783
2017-08-22,1.237,0.973,1.651,1.695,1.488,0.783
2017-08-23,1.236,0.973,1.652,1.695,1.488,0.783
2017-08-24,1.236,0.973,1.648,1.695,1.487,0.784
2017-08-25,1.236,0.973,1.658,1.687,1.488,0.784
2017-08-26,1.236,0.973,1.658,1.687,1.488,0.784
2017-08-27,1.236,0.973,1.658,1.688,1.488,0.786
2017-08-28,1.236,0.973,1.654,1.696,1.488,0.787
2017-08-29,1.235,0.973,1.655,1.696,1.488,0.787
2017-08-30,1.235,0.973,1.653,1.696,1.487,0.788
2017-08-31,1.235,0.973,1.639,1.694,1.487,0.788
2017-09-01,1.235,0.973,1.638,1.687,1.488,0.789
2017-09-02,1.235,0.973,1.638,1.687,1.488,0.789
2017-09-03,1.236,0.973,1.637,1.689,1.492,0.789
2017-09-04,1.238,0.973,1.639,1.697,1.496,0.791
2017-09-05,1.239,0.973,1.634,1.699,1.5,0.792
2017-09-06,1.24,0.973,1.638,1.701,1.503,0.791
2017-09-07,1.242,0.973,1.629,1.7,1.504,0.792
2017-09-08,1.244,0.973,1.624,1.695,1.506,0.792
2017-09-09,1.244,0.973,1.624,1.695,1.506,0.792
2017-09-10,1.245,0.973,1.623,1.696,1.507,0.793
2017-09-11,1.246,0.973,1.623,1.703,1.508,0.793
2017-09-12,1.246,0.973,1.623,1.703,1.508,0.793
2017-09-13,1.247,0.973,1.615,1.703,1.508,0.794
2017-09-14,1.247,0.973,1.616,1.702,1.508,0.794
2017-09-15,1.248,0.973,1.619,1.696,1.508,0.794
2017-09-16,1.248,0.973,1.619,1.696,1.508,0.794
2017-09-17,1.248,0.973,1.62,1.697,1.509,0.794
2017-09-18,1.249,0.973,1.622,1.704,1.509,0.794
2017-09-19,1.249,0.973,1.622,1.705,1.509,0.795
2017-09-20,1.25,0.973,1.627,1.706,1.509,0.792
2017-09-21,1.251,0.973,1.629,1.706,1.509,0.792
2017-09-22,1.252,0.973,1.632,1.699,1.509,0.792
2017-09-23,1.252,0.973,1.632,1.699,1.509,0.792
2017-09-24,1.252,0.973,1.631,1.701,1.508,0.791
2017-09-25,1.253,0.973,1.631,1.708,1.507,0.798
2017-09-26,1.254,0.973,1.632,1.706,1.507,0.798
2017-09-27,1.255,0.973,1.633,1.706,1.507,0.799
2017-09-28,1.258,0.973,1.633,1.705,1.507,0.801
2017-09-29,1.261,0.973,1.624,1.697,1.508,0.804
2017-09-30,1.261,0.973,1.624,1.697,1.508,0.804
2017-10-01,1.263,0.973,1.624,1.698,1.508,0.805
2017-10-02,1.265,0.973,1.62,1.705,1.508,0.804
2017-10-03,1.267,0.973,1.62,1.705,1.508,0.804
2017-10-04,1.268,0.973,1.621,1.705,1.507,0.804
2017-10-05,1.269,0.973,1.634,1.704,1.507,0.806
2017-10-06,1.27,0.973,1.631,1.698,1.506,0.807
2017-10-07,1.27,0.973,1.631,1.698,1.506,0.807
2017-10-08,1.27,0.973,1.629,1.699,1.506,0.808
2017-10-09,1.271,0.973,1.636,1.706,1.506,0.808
2017-10-10,1.27,0.973,1.635,1.705,1.506,0.808
2017-10-11,1.27,0.973,1.65,1.705,1.506,0.808
2017-10-12,1.271,0.973,1.644,1.706,1.505,0.808
2017-10-13,1.271,0.932,1.645,1.698,1.504,0.808
2017-10-14,1.271,0.932,1.645,1.698,1.504,0.808
2017-10-15,1.27,0.936,1.667,1.698,1.503,0.809
2017-10-16,1.27,0.939,1.667,1.704,1.503,0.81
2017-10-17,1.27,0.94,1.669,1.705,1.503,0.81
2017-10-18,1.269,0.942,1.673,1.704,1.502,0.811
2017-10-19,1.27,0.942,1.673,1.702,1.502,0.811
2017-10-20,1.27,0.944,1.673,1.695,1.503,0.809
2017-10-21,1.27,0.944,1.673,1.695,1.503,0.809
2017-10-22,1.27,0.945,1.643,1.697,1.503,0.81
2017-10-23,1.271,0.947,1.637,1.704,1.503,0.811
2017-10-24,1.271,0.947,1.637,1.704,1.504,0.811
2017-10-25,1.271,0.947,1.635,1.704,1.504,0.811
2017-10-26,1.271,0.947,1.631,1.704,1.504,0.811
2017-10-27,1.272,0.947,1.632,1.697,1.504,0.811
2017-10-28,1.272,0.947,1.632,1.697,1.504,0.811
2017-10-29,1.272,0.948,1.637,1.698,1.504,0.811
2017-10-30,1.272,0.948,1.642,1.705,1.505,0.811
2017-10-31,1.272,0.95,1.642,1.703,1.506,0.811
2017-11-01,1.272,0.95,1.642,1.703,1.506,0.811
2017-11-02,1.277,0.956,1.629,1.705,1.511,0.813
2017-11-03,1.28,0.958,1.629,1.7,1.513,0.814
2017-11-04,1.28,0.958,1.629,1.7,1.513,0.814
2017-11-05,1.283,0.96,1.63,1.702,1.515,0.815
2017-11-06,1.284,0.961,1.648,1.709,1.517,0.816
2017-11-07,1.286,0.963,1.651,1.711,1.519,0.819
2017-11-08,1.289,0.966,1.648,1.713,1.524,0.822
2017-11-09,1.292,0.967,1.643,1.714,1.526,0.823
2017-11-10,1.295,0.972,1.648,1.709,1.531,0.825
2017-11-11,1.295,0.972,1.648,1.709,1.531,0.825
2017-11-12,1.298,0.976,1.653,1.712,1.535,0.827
2017-11-13,1.3,0.978,1.654,1.719,1.538,0.828
2017-11-14,1.301,0.98,1.65,1.722,1.54,0.83
2017-11-15,1.302,0.981,1.65,1.728,1.54,0.83
2017-11-16,1.303,0.981,1.65,1.729,1.541,0.83
2017-11-17,1.303,0.981,1.65,1.724,1.541,0.83
2017-11-18,1.303,0.981,1.65,1.724,1.541,0.83
2017-11-19,1.303,0.982,1.647,1.725,1.54,0.828
2017-11-20,1.304,0.982,1.65,1.731,1.54,0.831
2017-11-21,1.304,0.982,1.649,1.731,1.539,0.831
2017-11-22,1.303,0.982,1.649,1.731,1.539,0.831
2017-11-23,1.304,0.983,1.65,1.731,1.539,0.831
2017-11-24,1.304,0.984,1.642,1.725,1.538,0.831
2017-11-25,1.304,0.984,1.642,1.725,1.538,0.831
2017-11-26,1.304,0.984,1.637,1.729,1.538,0.831
2017-11-27,1.304,0.984,1.622,1.737,1.537,0.831
2017-11-28,1.304,0.984,1.641,1.737,1.537,0.832
2017-11-29,1.304,0.984,1.642,1.737,1.536,0.832
2017-11-30,1.304,0.984,1.654,1.737,1.535,0.832
2017-12-01,1.303,0.984,1.654,1.728,1.535,0.832
2017-12-02,1.303,0.984,1.654,1.728,1.535,0.832
2017-12-03,1.303,0.984,1.656,1.729,1.535,0.832
2017-12-04,1.304,0.984,1.644,1.736,1.535,0.833
2017-12-05,1.303,0.984,1.648,1.736,1.535,0.834
2017-12-06,1.303,0.984,1.645,1.736,1.535,0.834
2017-12-07,1.303,0.984,1.649,1.735,1.534,0.834
2017-12-08,1.303,0.983,1.649,1.727,1.534,0.834
2017-12-09,1.303,0.983,1.649,1.727,1.534,0.834
2017-12-10,1.303,0.983,1.649,1.729,1.533,0.834
2017-12-11,1.303,0.983,1.659,1.736,1.533,0.834
2017-12-12,1.302,0.983,1.65,1.735,1.533,0.834
2017-12-13,1.303,0.985,1.65,1.734,1.533,0.835
2017-12-14,1.303,0.986,1.65,1.734,1.533,0.833
2017-12-15,1.303,0.987,1.644,1.726,1.534,0.833
2017-12-16,1.303,0.987,1.644,1.726,1.534,0.833
2017-12-17,1.303,0.987,1.635,1.728,1.533,0.834
2017-12-18,1.304,0.987,1.638,1.735,1.533,0.835
2017-12-19,1.303,0.987,1.638,1.735,1.533,0.835
2017-12-20,1.303,0.988,1.637,1.735,1.533,0.836
2017-12-21,1.304,0.989,1.635,1.733,1.533,0.835
2017-12-22,1.304,0.989,1.637,1.726,1.534,0.835
2017-12-23,1.304,0.989,1.637,1.726,1.534,0.835
2017-12-24,1.304,0.99,1.636,1.727,1.535,0.835
2017-12-25,1.304,0.99,1.627,1.732,1.535,0.835
2017-12-26,1.304,0.99,1.627,1.733,1.535,0.835
2017-12-27,1.304,0.99,1.627,1.733,1.535,0.835
2017-12-28,1.305,0.992,1.647,1.735,1.536,0.836
2017-12-29,1.307,0.994,1.644,1.729,1.537,0.836
2017-12-30,1.307,0.994,1.644,1.729,1.537,0.836
2017-12-31,1.308,0.996,1.64,1.729,1.538,0.836
2018-01-01,1.308,0.996,1.648,1.734,1.538,0.836
2018-01-02,1.308,0.997,1.648,1.735,1.538,0.836
2018-01-03,1.309,1.0,1.648,1.736,1.54,0.836
2018-01-04,1.311,1.002,1.649,1.735,1.54,0.836
2018-01-05,1.312,1.003,1.65,1.729,1.54,0.838
2018-01-06,1.313,1.004,1.65,1.729,1.541,0.839
2018-01-07,1.313,1.004,1.65,1.731,1.541,0.838
2018-01-08,1.314,1.006,1.65,1.738,1.542,0.838
2018-01-09,1.315,1.007,1.648,1.738,1.542,0.839
2018-01-10,1.315,1.008,1.649,1.737,1.542,0.838
2018-01-11,1.317,1.009,1.647,1.737,1.543,0.839
2018-01-12,1.319,1.012,1.641,1.731,1.544,0.839
2018-01-13,1.32,1.013,1.644,1.732,1.546,0.838
2018-01-14,1.321,1.014,1.644,1.733,1.546,0.838
2018-01-15,1.322,1.015,1.636,1.741,1.547,0.838
2018-01-16,1.323,1.016,1.637,1.742,1.548,0.838
2018-01-17,1.323,1.017,1.637,1.741,1.548,0.838
2018-01-18,1.324,1.017,1.635,1.741,1.549,0.838
2018-01-19,1.324,1.017,1.635,1.735,1.549,0.838
2018-01-20,1.324,1.017,1.634,1.735,1.549,0.835
2018-01-21,1.325,1.017,1.638,1.736,1.549,0.835
2018-01-22,1.325,1.017,1.638,1.742,1.549,0.835
2018-01-23,1.325,1.016,1.636,1.742,1.549,0.835
2018-01-24,1.324,1.016,1.637,1.741,1.549,0.834
2018-01-25,1.325,1.017,1.641,1.74,1.55,0.834
2018-01-26,1.326,1.018,1.631,1.735,1.55,0.834
2018-01-27,1.326,1.018,1.633,1.736,1.551,0.833
2018-01-28,1.326,1.018,1.639,1.736,1.551,0.833
2018-01-29,1.326,1.018,1.63,1.744,1.552,0.833
2018-01-30,1.326,1.018,1.63,1.746,1.552,0.832
2018-01-31,1.326,1.018,1.635,1.746,1.553,0.831
2018-02-01,1.327,1.017,1.635,1.746,1.553,0.829
2018-02-02,1.327,1.016,1.635,1.739,1.553,0.831
2018-02-03,1.327,1.016,1.639,1.739,1.553,0.831
2018-02-04,1.327,1.016,1.641,1.74,1.552,0.83
2018-02-05,1.327,1.016,1.648,1.747,1.552,0.829
2018-02-06,1.327,1.014,1.634,1.747,1.553,0.828
2018-02-07,1.326,1.014,1.634,1.746,1.552,0.827
2018-02-08,1.325,1.012,1.628,1.746,1.551,0.826
2018-02-09,1.325,1.01,1.626,1.737,1.55,0.824
2018-02-10,1.324,1.008,1.636,1.736,1.548,0.823
2018-02-11,1.324,1.007,1.636,1.737,1.548,0.825
2018-02-12,1.322,1.005,1.633,1.743,1.546,0.823
2018-02-13,1.32,1.002,1.633,1.741,1.544,0.822
2018-02-14,1.317,0.998,1.642,1.74,1.54,0.819
2018-02-15,1.316,0.995,1.649,1.737,1.538,0.818
2018-02-16,1.313,0.992,1.647,1.73,1.535,0.816
2018-02-17,1.311,0.991,1.648,1.728,1.533,0.815
2018-02-18,1.311,0.99,1.646,1.729,1.532,0.815
2018-02-19,1.31,0.99,1.624,1.733,1.532,0.815
2018-02-20,1.309,0.988,1.627,1.734,1.531,0.815
2018-02-21,1.308,0.987,1.659,1.734,1.53,0.814
2018-02-22,1.308,0.987,1.655,1.733,1.529,0.813
2018-02-23,1.308,0.988,1.652,1.726,1.528,0.812
2018-02-24,1.308,0.987,1.655,1.733,1.529,0.813
2018-02-25,1.307,0.987,1.649,1.728,1.528,0.811
2018-02-26,1.307,0.987,1.649,1.733,1.528,0.81
2018-02-27,1.307,0.988,1.65,1.734,1.528,0.809
2018-02-28,1.307,0.988,1.65,1.734,1.528,0.809
2018-03-01,1.308,0.99,1.658,1.733,1.527,0.807
2018-03-02,1.309,0.991,1.658,1.727,1.528,0.805
2018-03-03,1.309,0.992,1.654,1.727,1.528,0.805
2018-03-04,1.309,0.992,1.654,1.728,1.528,0.805
2018-03-05,1.309,0.993,1.674,1.735,1.528,0.805
2018-03-06,1.309,0.992,1.674,1.734,1.528,0.805
2018-03-07,1.308,0.992,1.681,1.733,1.527,0.804
2018-03-08,1.308,0.991,1.681,1.731,1.526,0.804
2018-03-09,1.307,0.991,1.67,1.724,1.525,0.804
2018-03-10,1.307,0.99,1.668,1.724,1.525,0.803
2018-03-11,1.307,0.99,1.637,1.725,1.525,0.803
2018-03-12,1.307,0.99,1.64,1.732,1.525,0.803
2018-03-13,1.306,0.989,1.696,1.732,1.525,0.803
2018-03-14,1.306,0.989,1.703,1.732,1.524,0.802
2018-03-15,1.306,0.989,1.7,1.73,1.524,0.803
2018-03-16,1.306,0.989,1.673,1.723,1.524,0.803
2018-03-17,1.306,0.989,1.68,1.724,1.524,0.803
2018-03-18,1.305,0.988,1.682,1.726,1.523,0.803
2018-03-19,1.305,0.988,1.674,1.733,1.524,0.803
2018-03-20,1.305,0.988,1.678,1.732,1.525,0.802
2018-03-21,1.305,0.988,1.662,1.733,1.527,0.801
2018-03-22,1.307,0.99,1.661,1.734,1.53,0.801
2018-03-23,1.309,0.991,1.661,1.727,1.533,0.802
2018-03-24,1.31,0.993,1.661,1.728,1.536,0.799
2018-03-25,1.31,0.993,1.661,1.729,1.536,0.799
2018-03-26,1.312,0.995,1.666,1.736,1.539,0.799
2018-03-27,1.314,0.997,1.668,1.738,1.542,0.8
2018-03-28,1.315,0.998,1.65,1.739,1.544,0.8
2018-03-29,1.317,0.999,1.65,1.739,1.546,0.8
2018-03-30,1.318,1.0,1.641,1.733,1.547,0.799
2018-03-31,1.319,1.0,1.64,1.734,1.548,0.799
2018-04-01,1.319,1.0,1.647,1.735,1.549,0.799
2018-04-02,1.32,1.001,1.641,1.741,1.55,0.799
2018-04-03,1.321,1.002,1.641,1.743,1.551,0.799
2018-04-04,1.322,1.002,1.641,1.743,1.552,0.8
2018-04-05,1.323,1.003,1.645,1.738,1.554,0.799
2018-04-06,1.324,1.003,1.643,1.738,1.554,0.799
2018-04-07,1.324,1.003,1.643,1.74,1.555,0.799
2018-04-08,1.324,1.004,1.643,1.741,1.555,0.799
2018-04-09,1.325,1.004,1.643,1.743,1.555,0.799
2018-04-10,1.324,1.004,1.644,1.749,1.555,0.799
2018-04-11,1.324,1.004,1.644,1.75,1.554,0.798
2018-04-12,1.326,1.005,1.633,1.749,1.555,0.798
2018-04-13,1.328,1.008,1.648,1.742,1.557,0.798
2018-04-14,1.33,1.01,1.649,1.742,1.558,0.799
2018-04-15,1.33,1.01,1.65,1.743,1.558,0.798
2018-04-16,1.332,1.012,1.648,1.75,1.559,0.798
2018-04-17,1.334,1.014,1.648,1.75,1.562,0.801
2018-04-18,1.335,1.015,1.648,1.751,1.563,0.801
2018-04-19,1.337,1.016,1.648,1.75,1.563,0.801
2018-04-20,1.338,1.017,1.648,1.744,1.564,0.8
2018-04-21,1.339,1.017,1.65,1.744,1.565,0.799
2018-04-22,1.339,1.017,1.645,1.745,1.565,0.799
2018-04-23,1.34,1.018,1.644,1.751,1.566,0.799
2018-04-24,1.341,1.02,1.645,1.752,1.567,0.799
2018-04-25,1.343,1.022,1.647,1.754,1.57,0.799
2018-04-26,1.346,1.024,1.654,1.755,1.572,0.8
2018-04-27,1.348,1.025,1.645,1.75,1.575,0.8
2018-04-28,1.35,1.026,1.65,1.751,1.577,0.8
2018-04-29,1.35,1.026,1.65,1.751,1.577,0.8
2018-04-30,1.353,1.026,1.655,1.76,1.579,0.8
2018-05-01,1.354,1.026,1.655,1.761,1.58,0.8
2018-05-02,1.356,1.026,1.653,1.763,1.582,0.798
2018-05-03,1.359,1.026,1.673,1.764,1.585,0.798
2018-05-04,1.361,1.026,1.67,1.759,1.587,0.799
2018-05-05,1.362,1.026,1.672,1.76,1.588,0.8
2018-05-06,1.363,1.026,1.672,1.762,1.589,0.8
2018-05-07,1.364,1.026,1.675,1.774,1.59,0.801
2018-05-08,1.366,1.026,1.681,1.776,1.591,0.802
2018-05-09,1.367,1.026,1.685,1.777,1.593,0.804
2018-05-10,1.37,1.026,1.684,1.78,1.596,0.807
2018-05-11,1.375,1.026,1.683,1.777,1.601,0.81
2018-05-12,1.379,1.026,1.685,1.78,1.605,0.813
2018-05-13,1.379,1.026,1.687,1.781,1.605,0.813
2018-05-14,1.383,1.026,1.69,1.79,1.609,0.816
2018-05-15,1.385,1.026,1.675,1.793,1.612,0.818
2018-05-16,1.388,1.026,1.677,1.795,1.615,0.819
2018-05-17,1.392,1.026,1.679,1.797,1.618,0.82
2018-05-18,1.397,1.026,1.682,1.795,1.624,0.823
2018-05-19,1.402,1.026,1.678,1.798,1.629,0.823
2018-05-20,1.402,1.026,1.685,1.799,1.63,0.823
2018-05-21,1.407,1.026,1.689,1.808,1.634,0.824
2018-05-22,1.41,1.026,1.692,1.811,1.638,0.825
2018-05-23,1.414,1.026,1.696,1.814,1.642,0.826
2018-05-24,1.417,1.026,1.697,1.815,1.645,0.827
2018-05-25,1.42,1.026,1.703,1.811,1.647,0.827
2018-05-26,1.421,1.026,1.7,1.813,1.649,0.828
2018-05-27,1.422,1.026,1.7,1.814,1.65,0.828
2018-05-28,1.423,1.026,1.7,1.82,1.651,0.828
2018-05-29,1.425,1.026,1.702,1.822,1.652,0.828
2018-05-30,1.425,1.026,1.702,1.823,1.653,0.829
2018-05-31,1.426,1.026,1.71,1.823,1.654,0.829
2018-06-01,1.427,1.026,1.709,1.818,1.654,0.829
2018-06-02,1.427,1.026,1.715,1.818,1.654,0.83
2018-06-03,1.428,1.026,1.716,1.82,1.654,0.83
2018-06-04,1.428,1.026,1.718,1.827,1.654,0.83
2018-06-05,1.428,1.026,1.718,1.827,1.654,0.83
2018-06-06,1.427,1.026,1.723,1.828,1.653,0.831
