date,county_en,region,unleaded_95,unleaded_100,super,diesel_driving,autogas,diesel_home_heating
2022-04-13,FOKIDA,ΝΟΜΟΣ ΦΩΚΙΔΟΣ,2.113,2.26,,1.868,1.16,1.611
2022-04-13,CHALKIDIKI,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,2.071,2.248,,1.826,1.149,1.563
2022-04-13,CHANIA,ΝΟΜΟΣ ΧΑΝΙΩΝ,2.086,2.276,,1.839,1.228,1.587
2022-04-13,CHIOS,ΝΟΜΟΣ ΧΙΟΥ,2.04,2.238,,1.787,1.379,1.512
2022-04-13,NATIONAL WEIGHTED AVERAGE,ΠΑΝΕΛΛΗΝΙΟΣ ΣΤΑΘΜΙΣΜΕΝΟΣ Μ.Ο.,2.042,2.223,1.779,1.798,1.116,1.564
2022-04-14,AITOLOAKARNANIA,ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ,2.076,2.283,,1.823,1.187,1.6
2022-04-14,ARGOLIDA,ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ,2.045,2.245,,1.793,1.147,1.59
2022-04-14,ARCADIA,ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ,2.066,2.237,,1.824,1.155,1.561
2022-04-14,ARTA,ΝΟΜΟΣ ΑΡΤΗΣ,2.036,2.277,,1.792,1.161,1.571
2022-04-14,ATTICA,ΝΟΜΟΣ ΑΤΤΙΚΗΣ,2.006,2.208,1.72,1.754,1.056,1.536
2022-04-14,ACHAEA,ΝΟΜΟΣ ΑΧΑΪΑΣ,2.039,2.244,,1.797,1.174,1.563
2022-04-14,BOEOTIA,ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ,2.045,2.266,,1.805,1.146,1.576
2022-04-14,GREVENA,ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ,2.071,2.223,,1.827,1.187,1.568
2022-04-14,DRAMA,ΝΟΜΟΣ ΔΡΑΜΑΣ,2.022,2.246,,1.776,1.09,1.536
2022-04-14,DODECANESE,ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ,2.185,2.317,1.847,1.914,1.261,1.617
2022-04-14,EVROS,ΝΟΜΟΣ ΕΒΡΟΥ,2.069,2.235,,1.811,1.181,1.559
2022-04-14,EUBOEA,ΝΟΜΟΣ ΕΥΒΟΙΑΣ,2.067,2.238,,1.817,1.136,1.578
2022-04-14,EVRYTANIA,ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ,2.144,2.349,,1.862,1.15,1.622
2022-04-14,ZAKYNTHOS,ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ,2.075,2.233,,1.803,1.251,1.609
2022-04-14,ELIS,ΝΟΜΟΣ ΗΛΕΙΑΣ,2.055,2.218,,1.8,1.131,1.549
2022-04-14,IMATHIA,ΝΟΜΟΣ ΗΜΑΘΙΑΣ,2.011,2.187,,1.772,1.072,1.542
2022-04-14,HERAKLEION,ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ,2.099,2.238,,1.838,1.211,1.601
2022-04-14,THESPROTIA,ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ,2.062,2.171,,1.81,1.155,1.619
2022-04-14,THESSALONIKI,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,2.002,2.193,,1.747,1.093,1.532
2022-04-14,IOANNINA,ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ,2.049,2.243,,1.81,1.138,1.54
2022-04-14,KAVALA,ΝΟΜΟΣ ΚΑΒΑΛΑΣ,2.053,2.205,,1.797,1.143,1.561
2022-04-14,KARDITSA,ΝΟΜΟΣ ΚΑΡΔΙΤΣΗΣ,2.062,2.25,,1.799,1.128,1.555
2022-04-14,KASTORIA,ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ,2.052,2.171,,1.804,1.086,1.562
2022-04-14,CORFU (KERKYRA),ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ,2.092,2.265,,1.865,1.272,1.601
2022-04-14,KEFALONIA,ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ,2.134,2.316,,1.921,1.26,1.64
2022-04-14,KILKIS,ΝΟΜΟΣ ΚΙΛΚΙΣ,2.025,2.209,,1.8,1.157,1.545
2022-04-14,KOZANI,ΝΟΜΟΣ ΚΟΖΑΝΗΣ,2.033,2.202,,1.798,1.14,1.546
2022-04-14,CORINTHOS,ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ,2.043,2.229,,1.789,1.109,1.555
2022-04-14,CYCLADES,ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ,2.281,2.411,,2.032,1.31,1.698
2022-04-14,LACONIA,ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ,2.071,2.282,,1.824,1.152,1.602
2022-04-14,LARISSA,ΝΟΜΟΣ ΛΑΡΙΣΗΣ,2.039,2.251,1.738,1.779,1.123,1.561
2022-04-14,LASITHI,ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ,2.102,2.27,1.79,1.849,1.253,1.67
2022-04-14,LESBOS,ΝΟΜΟΣ ΛΕΣΒΟΥ,2.117,2.227,,1.9,1.192,1.659
2022-04-14,LEFKADA,ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ,2.115,2.274,,1.899,1.165,1.652
2022-04-14,MAGNESIA,ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ,2.081,2.262,,1.822,1.137,1.605
2022-04-14,MESSENIA,ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ,2.063,2.25,,1.816,1.153,1.601
2022-04-14,XANTHI,ΝΟΜΟΣ ΞΑΝΘΗΣ,2.069,2.153,,1.818,1.166,1.57
2022-04-14,PELLA,ΝΟΜΟΣ ΠΕΛΛΗΣ,2.035,2.186,,1.778,1.099,1.593
2022-04-14,PIERIA,ΝΟΜΟΣ ΠΙΕΡΙΑΣ,2.031,2.179,,1.778,1.15,1.521
2022-04-14,PREVEZA,ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ,2.036,2.183,,1.795,1.097,1.563
2022-04-14,RETHYMNO,ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ,2.111,2.276,,1.856,1.245,1.643
2022-04-14,RHODOPE,ΝΟΜΟΣ ΡΟΔΟΠΗΣ,2.05,2.268,1.776,1.792,1.136,1.564
2022-04-14,SAMOS,ΝΟΜΟΣ ΣΑΜΟΥ,2.131,2.267,,1.892,1.248,1.568
2022-04-14,SERRES,ΝΟΜΟΣ ΣΕΡΡΩΝ,2.034,2.176,,1.792,1.136,1.542
2022-04-14,TRIKALA,ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ,2.041,2.225,,1.799,1.104,1.547
2022-04-14,FTHIOTIDA,ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ,2.072,2.264,2.019,1.816,1.153,1.585
2022-04-14,FLORINA,ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ,2.043,2.197,,1.81,1.148,1.557
2022-04-14,FOKIDA,ΝΟΜΟΣ ΦΩΚΙΔΟΣ,2.11,2.257,,1.873,1.16,1.615
2022-04-14,CHALKIDIKI,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,2.071,2.243,,1.823,1.148,1.563
2022-04-14,CHANIA,ΝΟΜΟΣ ΧΑΝΙΩΝ,2.085,2.276,,1.837,1.228,1.587
2022-04-14,CHIOS,ΝΟΜΟΣ ΧΙΟΥ,2.036,2.237,,1.784,1.379,1.51
2022-04-14,NATIONAL WEIGHTED AVERAGE,ΠΑΝΕΛΛΗΝΙΟΣ ΣΤΑΘΜΙΣΜΕΝΟΣ Μ.Ο.,2.043,2.224,1.736,1.795,1.116,1.563
2022-04-15,AITOLOAKARNANIA,ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ,2.076,2.282,,1.825,1.188,1.602
2022-04-15,ARGOLIDA,ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ,2.047,2.238,,1.797,1.147,1.588
2022-04-15,ARCADIA,ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ,2.067,2.23,,1.821,1.157,1.566
2022-04-15,ARTA,ΝΟΜΟΣ ΑΡΤΗΣ,2.037,2.268,,1.792,1.161,1.569
2022-04-15,ATTICA,ΝΟΜΟΣ ΑΤΤΙΚΗΣ,2.016,2.203,1.709,1.76,1.055,1.541
2022-04-15,ACHAEA,ΝΟΜΟΣ ΑΧΑΪΑΣ,2.038,2.238,,1.804,1.174,1.565
2022-04-15,BOEOTIA,ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ,2.048,2.257,,1.807,1.145,1.573
2022-04-15,GREVENA,ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ,2.073,2.226,,1.827,1.187,1.565
2022-04-15,DRAMA,ΝΟΜΟΣ ΔΡΑΜΑΣ,2.027,2.246,,1.775,1.09,1.54
2022-04-15,DODECANESE,ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ,2.185,2.312,1.847,1.912,1.261,1.617
2022-04-15,EVROS,ΝΟΜΟΣ ΕΒΡΟΥ,2.07,2.232,,1.808,1.179,1.564
2022-04-15,EUBOEA,ΝΟΜΟΣ ΕΥΒΟΙΑΣ,2.065,2.237,,1.816,1.136,1.583
2022-04-15,EVRYTANIA,ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ,2.139,2.341,,1.886,1.16,1.641
2022-04-15,ZAKYNTHOS,ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ,2.071,2.226,,1.802,1.251,1.609
2022-04-15,ELIS,ΝΟΜΟΣ ΗΛΕΙΑΣ,2.056,2.212,,1.801,1.131,1.553
2022-04-15,IMATHIA,ΝΟΜΟΣ ΗΜΑΘΙΑΣ,2.015,2.183,,1.771,1.072,1.548
2022-04-15,HERAKLEION,ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ,2.097,2.228,,1.834,1.211,1.6
2022-04-15,THESPROTIA,ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ,2.059,2.234,,1.81,1.155,1.619
2022-04-15,THESSALONIKI,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,2.009,2.194,1.718,1.755,1.093,1.541
2022-04-15,IOANNINA,ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ,2.043,2.24,,1.805,1.138,1.542
2022-04-15,KAVALA,ΝΟΜΟΣ ΚΑΒΑΛΑΣ,2.055,2.199,,1.799,1.156,1.564
2022-04-15,KARDITSA,ΝΟΜΟΣ ΚΑΡΔΙΤΣΗΣ,2.06,2.25,,1.795,1.128,1.557
2022-04-15,KASTORIA,ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ,2.052,2.161,,1.798,1.082,1.567
2022-04-15,CORFU (KERKYRA),ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ,2.091,2.269,,1.857,1.272,1.592
2022-04-15,KEFALONIA,ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ,2.134,2.316,,1.917,1.26,1.611
2022-04-15,KILKIS,ΝΟΜΟΣ ΚΙΛΚΙΣ,2.027,2.204,,1.799,1.159,1.549
2022-04-15,KOZANI,ΝΟΜΟΣ ΚΟΖΑΝΗΣ,2.036,2.195,,1.802,1.142,1.55
2022-04-15,CORINTHOS,ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ,2.044,2.226,,1.792,1.11,1.555
2022-04-15,CYCLADES,ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ,2.284,2.413,,2.031,1.31,1.704
2022-04-15,LACONIA,ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ,2.072,2.27,,1.827,1.152,1.605
2022-04-15,LARISSA,ΝΟΜΟΣ ΛΑΡΙΣΗΣ,2.041,2.243,,1.786,1.124,1.561
2022-04-15,LASITHI,ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ,2.104,2.263,1.79,1.845,1.249,1.67
2022-04-15,LESBOS,ΝΟΜΟΣ ΛΕΣΒΟΥ,2.117,2.223,,1.899,1.192,1.676
2022-04-15,LEFKADA,ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ,2.103,2.25,,1.887,1.165,1.652
2022-04-15,MAGNESIA,ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ,2.086,2.26,,1.822,1.143,1.601
2022-04-15,MESSENIA,ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ,2.064,2.246,,1.823,1.156,1.598
2022-04-15,XANTHI,ΝΟΜΟΣ ΞΑΝΘΗΣ,2.067,2.149,,1.811,1.159,1.57
2022-04-15,PELLA,ΝΟΜΟΣ ΠΕΛΛΗΣ,2.036,2.177,,1.776,1.097,1.62
2022-04-15,PIERIA,ΝΟΜΟΣ ΠΙΕΡΙΑΣ,2.033,2.17,,1.776,1.15,1.528
2022-04-15,PREVEZA,ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ,2.04,2.18,,1.798,1.097,1.563
2022-04-15,RETHYMNO,ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ,2.114,2.275,,1.856,1.245,1.643
2022-04-15,RHODOPE,ΝΟΜΟΣ ΡΟΔΟΠΗΣ,2.057,2.255,1.776,1.792,1.136,1.568
2022-04-15,SAMOS,ΝΟΜΟΣ ΣΑΜΟΥ,2.131,2.264,,1.886,1.248,1.578
2022-04-15,SERRES,ΝΟΜΟΣ ΣΕΡΡΩΝ,2.036,2.175,,1.796,1.136,1.548
2022-04-15,TRIKALA,ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ,2.041,2.212,,1.797,1.103,1.552
2022-04-15,FTHIOTIDA,ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ,2.074,2.263,2.019,1.815,1.157,1.587
2022-04-15,FLORINA,ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ,2.043,2.19,,1.81,1.148,1.567
2022-04-15,FOKIDA,ΝΟΜΟΣ ΦΩΚΙΔΟΣ,2.108,2.26,,1.871,1.16,1.615
2022-04-15,CHALKIDIKI,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,2.071,2.239,,1.814,1.147,1.565
2022-04-15,CHANIA,ΝΟΜΟΣ ΧΑΝΙΩΝ,2.086,2.266,,1.837,1.228,1.589
2022-04-15,CHIOS,ΝΟΜΟΣ ΧΙΟΥ,2.038,2.233,,1.78,1.379,1.523
2022-04-15,NATIONAL WEIGHTED AVERAGE,ΠΑΝΕΛΛΗΝΙΟΣ ΣΤΑΘΜΙΣΜΕΝΟΣ Μ.Ο.,2.047,2.22,1.726,1.797,1.115,1.567
2022-04-16,AITOLOAKARNANIA,ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ,2.076,2.269,,1.825,1.188,1.604
2022-04-16,ARGOLIDA,ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ,2.047,2.238,,1.8,1.145,1.588
2022-04-16,ARCADIA,ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ,2.066,2.225,,1.823,1.157,1.567
2022-04-16,ARTA,ΝΟΜΟΣ ΑΡΤΗΣ,2.04,2.268,,1.795,1.161,1.563
2022-04-16,ATTICA,ΝΟΜΟΣ ΑΤΤΙΚΗΣ,2.022,2.203,1.709,1.767,1.055,1.542
2022-04-16,ACHAEA,ΝΟΜΟΣ ΑΧΑΪΑΣ,2.037,2.238,,1.808,1.173,1.572
2022-04-16,BOEOTIA,ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ,2.049,2.257,,1.808,1.145,1.57
2022-04-16,GREVENA,ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ,2.071,2.226,,1.821,1.187,1.575
2022-04-16,DRAMA,ΝΟΜΟΣ ΔΡΑΜΑΣ,2.029,2.246,,1.777,1.09,1.544
2022-04-16,DODECANESE,ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ,2.183,2.311,1.847,1.907,1.261,1.617
2022-04-16,EVROS,ΝΟΜΟΣ ΕΒΡΟΥ,2.07,2.232,,1.809,1.176,1.566
2022-04-16,EUBOEA,ΝΟΜΟΣ ΕΥΒΟΙΑΣ,2.065,2.237,,1.817,1.134,1.582
2022-04-16,EVRYTANIA,ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ,2.139,2.341,,1.887,1.16,1.641
2022-04-16,ZAKYNTHOS,ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ,2.072,2.226,,1.807,1.251,1.609
2022-04-16,ELIS,ΝΟΜΟΣ ΗΛΕΙΑΣ,2.057,2.204,,1.802,1.131,1.547
2022-04-16,IMATHIA,ΝΟΜΟΣ ΗΜΑΘΙΑΣ,2.016,2.183,,1.771,1.073,1.552
2022-04-16,HERAKLEION,ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ,2.097,2.228,,1.836,1.212,1.61
2022-04-16,THESPROTIA,ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ,2.057,2.234,,1.814,1.159,1.61
2022-04-16,THESSALONIKI,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,2.014,2.194,1.718,1.758,1.096,1.545
2022-04-16,IOANNINA,ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ,2.045,2.24,,1.806,1.135,1.547
2022-04-16,KAVALA,ΝΟΜΟΣ ΚΑΒΑΛΑΣ,2.058,2.199,,1.8,1.156,1.569
2022-04-16,KARDITSA,ΝΟΜΟΣ ΚΑΡΔΙΤΣΗΣ,2.06,2.25,,1.798,1.128,1.561
2022-04-16,KASTORIA,ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ,2.051,2.163,,1.799,1.082,1.567
2022-04-16,CORFU (KERKYRA),ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ,2.091,2.271,,1.858,1.273,1.596
2022-04-16,KEFALONIA,ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ,2.134,2.316,,1.917,1.26,1.611
2022-04-16,KILKIS,ΝΟΜΟΣ ΚΙΛΚΙΣ,2.028,2.207,,1.799,1.162,1.556
2022-04-16,KOZANI,ΝΟΜΟΣ ΚΟΖΑΝΗΣ,2.037,2.197,,1.803,1.14,1.554
2022-04-16,CORINTHOS,ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ,2.045,2.226,,1.798,1.109,1.553
2022-04-16,CYCLADES,ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ,2.283,2.413,,2.028,1.31,1.705
2022-04-16,LACONIA,ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ,2.072,2.267,,1.827,1.154,1.606
2022-04-16,LARISSA,ΝΟΜΟΣ ΛΑΡΙΣΗΣ,2.041,2.242,,1.788,1.125,1.564
2022-04-16,LASITHI,ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ,2.103,2.26,1.79,1.846,1.249,1.67
2022-04-16,LESBOS,ΝΟΜΟΣ ΛΕΣΒΟΥ,2.117,2.223,,1.899,1.192,1.676
2022-04-16,LEFKADA,ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ,2.103,2.25,,1.854,1.165,1.652
2022-04-16,MAGNESIA,ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ,2.088,2.261,,1.823,1.143,1.602
2022-04-16,MESSENIA,ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ,2.063,2.243,,1.821,1.16,1.601
2022-04-16,XANTHI,ΝΟΜΟΣ ΞΑΝΘΗΣ,2.066,2.149,,1.814,1.159,1.573
2022-04-16,PELLA,ΝΟΜΟΣ ΠΕΛΛΗΣ,2.04,2.177,,1.776,1.102,1.587
2022-04-16,PIERIA,ΝΟΜΟΣ ΠΙΕΡΙΑΣ,2.036,2.17,,1.776,1.15,1.532
2022-04-16,PREVEZA,ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ,2.045,2.18,,1.801,1.101,1.566
2022-04-16,RETHYMNO,ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ,2.113,2.275,,1.855,1.245,1.643
2022-04-16,RHODOPE,ΝΟΜΟΣ ΡΟΔΟΠΗΣ,2.055,2.255,1.776,1.791,1.138,1.568
2022-04-16,SAMOS,ΝΟΜΟΣ ΣΑΜΟΥ,2.131,2.264,,1.886,1.248,1.578
2022-04-16,SERRES,ΝΟΜΟΣ ΣΕΡΡΩΝ,2.037,2.175,,1.789,1.136,1.55
2022-04-16,TRIKALA,ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ,2.041,2.212,,1.794,1.103,1.552
2022-04-16,FTHIOTIDA,ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ,2.074,2.266,,1.817,1.158,1.587
2022-04-16,FLORINA,ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ,2.041,2.19,,1.81,1.148,1.567
2022-04-16,FOKIDA,ΝΟΜΟΣ ΦΩΚΙΔΟΣ,2.104,2.26,,1.872,1.179,1.621
2022-04-16,CHALKIDIKI,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,2.07,2.241,,1.816,1.143,1.559
2022-04-16,CHANIA,ΝΟΜΟΣ ΧΑΝΙΩΝ,2.084,2.268,,1.843,1.229,1.589
2022-04-16,CHIOS,ΝΟΜΟΣ ΧΙΟΥ,2.038,2.225,,1.779,1.379,1.524
2022-04-16,NATIONAL WEIGHTED AVERAGE,ΠΑΝΕΛΛΗΝΙΟΣ ΣΤΑΘΜΙΣΜΕΝΟΣ Μ.Ο.,2.05,2.219,1.71,1.8,1.116,1.568
2022-04-17,AITOLOAKARNANIA,ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ,2.076,2.269,,1.826,1.188,1.604
2022-04-17,ARGOLIDA,ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ,2.047,2.238,,1.8,1.145,1.588
2022-04-17,ARCADIA,ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ,2.066,2.228,,1.824,1.158,1.568
2022-04-17,ARTA,ΝΟΜΟΣ ΑΡΤΗΣ,2.041,2.268,,1.795,1.161,1.563
2022-04-17,ATTICA,ΝΟΜΟΣ ΑΤΤΙΚΗΣ,2.023,2.203,1.709,1.766,1.055,1.543
2022-04-17,ACHAEA,ΝΟΜΟΣ ΑΧΑΪΑΣ,2.036,2.239,,1.808,1.173,1.572
2022-04-17,BOEOTIA,ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ,2.048,2.257,,1.807,1.145,1.57
2022-04-17,GREVENA,ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ,2.071,2.226,,1.821,1.187,1.584
2022-04-17,DRAMA,ΝΟΜΟΣ ΔΡΑΜΑΣ,2.027,2.246,,1.773,1.088,1.545
2022-04-17,DODECANESE,ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ,2.181,2.319,1.847,1.904,1.261,1.628
2022-04-17,EVROS,ΝΟΜΟΣ ΕΒΡΟΥ,2.068,2.232,,1.805,1.176,1.568
2022-04-17,EUBOEA,ΝΟΜΟΣ ΕΥΒΟΙΑΣ,2.065,2.236,,1.814,1.133,1.581
2022-04-17,EVRYTANIA,ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ,2.139,2.341,,1.887,1.16,1.641
2022-04-17,ZAKYNTHOS,ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ,2.072,2.226,,1.808,1.251,1.609
2022-04-17,ELIS,ΝΟΜΟΣ ΗΛΕΙΑΣ,2.058,2.204,,1.801,1.131,1.545
2022-04-17,IMATHIA,ΝΟΜΟΣ ΗΜΑΘΙΑΣ,2.013,2.182,,1.771,1.074,1.553
2022-04-17,HERAKLEION,ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ,2.096,2.228,,1.836,1.212,1.61
2022-04-17,THESPROTIA,ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ,2.057,2.234,,1.816,1.161,1.61
2022-04-17,THESSALONIKI,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,2.013,2.195,1.718,1.758,1.096,1.545
2022-04-17,IOANNINA,ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ,2.045,2.24,,1.807,1.135,1.547
2022-04-17,KAVALA,ΝΟΜΟΣ ΚΑΒΑΛΑΣ,2.058,2.199,,1.8,1.156,1.569
2022-04-17,KARDITSA,ΝΟΜΟΣ ΚΑΡΔΙΤΣΗΣ,2.06,2.25,,1.799,1.126,1.561
2022-04-17,KASTORIA,ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ,2.051,2.163,,1.799,1.082,1.567
2022-04-17,CORFU (KERKYRA),ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ,2.091,2.271,,1.862,1.273,1.596
2022-04-17,KEFALONIA,ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ,2.134,2.321,,1.917,1.26,1.611
2022-04-17,KILKIS,ΝΟΜΟΣ ΚΙΛΚΙΣ,2.029,2.205,,1.801,1.162,1.556
2022-04-17,KOZANI,ΝΟΜΟΣ ΚΟΖΑΝΗΣ,2.037,2.197,,1.807,1.141,1.557
2022-04-17,CORINTHOS,ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ,2.045,2.228,,1.797,1.109,1.554
2022-04-17,CYCLADES,ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ,2.28,2.413,,2.022,1.31,1.705
2022-04-17,LACONIA,ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ,2.072,2.268,,1.827,1.152,1.615
2022-04-17,LARISSA,ΝΟΜΟΣ ΛΑΡΙΣΗΣ,2.04,2.242,,1.789,1.125,1.564
2022-04-17,LASITHI,ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ,2.103,2.26,1.79,1.848,1.249,1.67
2022-04-17,LESBOS,ΝΟΜΟΣ ΛΕΣΒΟΥ,2.117,2.223,,1.899,1.192,1.676
2022-04-17,LEFKADA,ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ,2.098,2.25,,1.829,1.165,1.652
2022-04-17,MAGNESIA,ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ,2.088,2.261,,1.823,1.143,1.61
2022-04-17,MESSENIA,ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ,2.06,2.238,,1.82,1.16,1.6
2022-04-17,XANTHI,ΝΟΜΟΣ ΞΑΝΘΗΣ,2.066,2.149,,1.815,1.159,1.575
2022-04-17,PELLA,ΝΟΜΟΣ ΠΕΛΛΗΣ,2.04,2.177,,1.776,1.102,1.587
2022-04-17,PIERIA,ΝΟΜΟΣ ΠΙΕΡΙΑΣ,2.038,2.17,,1.771,1.147,1.532
2022-04-17,PREVEZA,ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ,2.047,2.179,,1.805,1.101,1.566
2022-04-17,RETHYMNO,ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ,2.113,2.275,,1.857,1.238,1.643
2022-04-17,RHODOPE,ΝΟΜΟΣ ΡΟΔΟΠΗΣ,2.055,2.255,1.776,1.79,1.138,1.571
2022-04-17,SAMOS,ΝΟΜΟΣ ΣΑΜΟΥ,2.138,2.268,,1.892,1.248,1.591
2022-04-17,SERRES,ΝΟΜΟΣ ΣΕΡΡΩΝ,2.037,2.175,,1.785,1.145,1.553
2022-04-17,TRIKALA,ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ,2.041,2.216,,1.795,1.103,1.555
2022-04-17,FTHIOTIDA,ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ,2.073,2.266,,1.816,1.157,1.591
