date,county_en,region,unleaded_95,unleaded_100,super,diesel_driving,autogas,diesel_home_heating
2022-02-02,AITOLOAKARNANIA,ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ,1.868,2.027,,1.606,1.123,1.269
2022-02-02,ARGOLIDA,ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ,1.828,1.979,,1.57,1.064,1.233
2022-02-02,ARCADIA,ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ,1.848,1.996,,1.591,1.072,1.244
2022-02-02,ARTA,ΝΟΜΟΣ ΑΡΤΗΣ,1.848,2.005,,1.585,1.091,1.251
2022-02-02,ATTICA,ΝΟΜΟΣ ΑΤΤΙΚΗΣ,1.812,1.976,,1.554,0.991,1.22
2022-02-02,ACHAEA,ΝΟΜΟΣ ΑΧΑΪΑΣ,1.838,1.995,1.857,1.588,1.082,1.234
2022-02-02,BOEOTIA,ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ,1.836,1.989,,1.576,1.059,1.237
2022-02-02,GREVENA,ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ,1.864,1.992,,1.599,1.089,1.255
2022-02-02,DRAMA,ΝΟΜΟΣ ΔΡΑΜΑΣ,1.816,1.998,,1.547,1.039,1.213
2022-02-02,DODECANESE,ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ,1.976,2.084,,1.699,1.181,1.31
2022-02-02,EVROS,ΝΟΜΟΣ ΕΒΡΟΥ,1.854,2.0,,1.583,1.085,1.249
2022-02-02,EUBOEA,ΝΟΜΟΣ ΕΥΒΟΙΑΣ,1.85,1.985,1.985,1.585,1.057,1.241
2022-02-02,EVRYTANIA,ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ,1.936,2.115,,1.684,1.112,1.296
2022-02-02,ZAKYNTHOS,ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ,1.849,1.97,,1.577,1.171,1.236
2022-02-02,ELIS,ΝΟΜΟΣ ΗΛΕΙΑΣ,1.836,1.974,,1.568,1.046,1.221
2022-02-02,IMATHIA,ΝΟΜΟΣ ΗΜΑΘΙΑΣ,1.81,1.947,,1.551,1.006,1.216
2022-02-02,HERAKLEION,ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ,1.885,1.985,,1.616,1.148,1.268
2022-02-02,THESPROTIA,ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ,1.832,1.995,,1.595,1.074,1.267
2022-02-02,THESSALONIKI,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,1.806,1.965,,1.551,1.028,1.218
2022-02-02,IOANNINA,ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ,1.829,1.969,,1.578,1.064,1.231
2022-02-02,KAVALA,ΝΟΜΟΣ ΚΑΒΑΛΑΣ,1.842,1.989,,1.587,1.072,1.233
2022-02-02,KARDITSA,ΝΟΜΟΣ ΚΑΡΔΙΤΣΗΣ,1.839,2.008,,1.569,1.04,1.234
2022-02-02,KASTORIA,ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ,1.85,1.969,,1.586,1.041,1.245
2022-02-02,CORFU (KERKYRA),ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ,1.872,2.0,,1.621,1.19,1.277
2022-02-02,KEFALONIA,ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ,1.885,2.013,,1.623,1.13,1.269
2022-02-02,KILKIS,ΝΟΜΟΣ ΚΙΛΚΙΣ,1.818,1.974,,1.561,1.063,1.235
2022-02-02,KOZANI,ΝΟΜΟΣ ΚΟΖΑΝΗΣ,1.834,1.966,,1.577,1.058,1.225
2022-02-02,CORINTHOS,ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ,1.838,1.99,,1.581,1.067,1.233
2022-02-02,CYCLADES,ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ,2.038,2.162,,1.758,1.173,1.348
2022-02-02,LACONIA,ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ,1.862,1.996,,1.599,1.097,1.247
2022-02-02,LARISSA,ΝΟΜΟΣ ΛΑΡΙΣΗΣ,1.833,1.984,,1.569,1.049,1.236
2022-02-02,LASITHI,ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ,1.88,2.0,,1.625,1.159,1.289
2022-02-02,LESBOS,ΝΟΜΟΣ ΛΕΣΒΟΥ,1.862,2.008,1.985,1.615,1.121,1.336
2022-02-02,LEFKADA,ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ,1.875,1.991,,1.6,1.057,1.261
2022-02-02,MAGNESIA,ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ,1.852,2.004,,1.579,1.052,1.291
2022-02-02,MESSENIA,ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ,1.844,1.986,,1.578,1.081,1.252
2022-02-02,XANTHI,ΝΟΜΟΣ ΞΑΝΘΗΣ,1.852,2.014,,1.585,1.116,1.235
2022-02-02,PELLA,ΝΟΜΟΣ ΠΕΛΛΗΣ,1.818,1.953,,1.556,1.031,1.221
2022-02-02,PIERIA,ΝΟΜΟΣ ΠΙΕΡΙΑΣ,1.823,1.991,,1.561,1.06,1.209
2022-02-02,PREVEZA,ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ,1.827,1.946,,1.568,1.043,1.216
2022-02-02,RETHYMNO,ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ,1.893,2.004,,1.627,1.163,1.297
2022-02-02,RHODOPE,ΝΟΜΟΣ ΡΟΔΟΠΗΣ,1.835,1.976,,1.576,1.085,1.232
2022-02-02,SAMOS,ΝΟΜΟΣ ΣΑΜΟΥ,1.882,2.011,,1.613,1.127,1.258
2022-02-02,SERRES,ΝΟΜΟΣ ΣΕΡΡΩΝ,1.815,1.956,,1.55,1.056,1.211
2022-02-02,TRIKALA,ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ,1.82,1.958,,1.569,1.043,1.21
2022-02-02,FTHIOTIDA,ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ,1.859,2.014,1.89,1.601,1.095,1.263
2022-02-02,FLORINA,ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ,1.818,1.948,,1.568,1.071,1.219
2022-02-02,FOKIDA,ΝΟΜΟΣ ΦΩΚΙΔΟΣ,1.863,2.0,,1.627,1.121,1.282
2022-02-02,CHALKIDIKI,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,1.842,1.974,,1.579,1.058,1.238
2022-02-02,CHANIA,ΝΟΜΟΣ ΧΑΝΙΩΝ,1.872,1.996,,1.611,1.13,1.246
2022-02-02,CHIOS,ΝΟΜΟΣ ΧΙΟΥ,1.833,1.996,,1.551,1.199,1.226
2022-02-02,NATIONAL WEIGHTED AVERAGE,ΠΑΝΕΛΛΗΝΙΟΣ ΣΤΑΘΜΙΣΜΕΝΟΣ Μ.Ο.,1.837,1.984,1.633,1.578,1.044,1.237
2022-02-03,AITOLOAKARNANIA,ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ,1.873,2.031,,1.61,1.123,1.272
2022-02-03,ARGOLIDA,ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ,1.835,1.989,,1.574,1.07,1.236
2022-02-03,ARCADIA,ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ,1.856,2.005,,1.599,1.072,1.248
2022-02-03,ARTA,ΝΟΜΟΣ ΑΡΤΗΣ,1.847,2.024,,1.588,1.091,1.254
2022-02-03,ATTICA,ΝΟΜΟΣ ΑΤΤΙΚΗΣ,1.815,1.983,1.767,1.558,0.992,1.221
2022-02-03,ACHAEA,ΝΟΜΟΣ ΑΧΑΪΑΣ,1.841,2.006,1.857,1.592,1.085,1.237
2022-02-03,BOEOTIA,ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ,1.844,1.994,,1.583,1.059,1.239
2022-02-03,GREVENA,ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ,1.865,1.998,,1.6,1.091,1.255
2022-02-03,DRAMA,ΝΟΜΟΣ ΔΡΑΜΑΣ,1.82,2.007,,1.551,1.04,1.216
2022-02-03,DODECANESE,ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ,1.98,2.083,,1.702,1.181,1.31
2022-02-03,EVROS,ΝΟΜΟΣ ΕΒΡΟΥ,1.854,1.999,,1.586,1.091,1.25
2022-02-03,EUBOEA,ΝΟΜΟΣ ΕΥΒΟΙΑΣ,1.853,1.992,1.985,1.587,1.058,1.242
2022-02-03,EVRYTANIA,ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ,1.937,2.12,,1.684,1.124,1.296
2022-02-03,ZAKYNTHOS,ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ,1.862,1.981,,1.592,1.171,1.244
2022-02-03,ELIS,ΝΟΜΟΣ ΗΛΕΙΑΣ,1.838,1.978,,1.571,1.047,1.232
2022-02-03,IMATHIA,ΝΟΜΟΣ ΗΜΑΘΙΑΣ,1.815,1.951,,1.556,1.01,1.221
2022-02-03,HERAKLEION,ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ,1.889,1.988,,1.62,1.148,1.27
2022-02-03,THESPROTIA,ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ,1.837,2.014,,1.604,1.075,1.285
2022-02-03,THESSALONIKI,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,1.809,1.971,,1.555,1.031,1.221
2022-02-03,IOANNINA,ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ,1.833,1.976,,1.58,1.067,1.233
2022-02-03,KAVALA,ΝΟΜΟΣ ΚΑΒΑΛΑΣ,1.845,1.991,,1.589,1.074,1.235
2022-02-03,KARDITSA,ΝΟΜΟΣ ΚΑΡΔΙΤΣΗΣ,1.843,2.012,,1.573,1.043,1.245
2022-02-03,KASTORIA,ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ,1.855,1.979,,1.594,1.041,1.249
2022-02-03,CORFU (KERKYRA),ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ,1.878,2.008,,1.625,1.194,1.281
2022-02-03,KEFALONIA,ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ,1.886,2.015,,1.625,1.13,1.274
2022-02-03,KILKIS,ΝΟΜΟΣ ΚΙΛΚΙΣ,1.826,1.971,,1.566,1.063,1.236
2022-02-03,KOZANI,ΝΟΜΟΣ ΚΟΖΑΝΗΣ,1.838,1.971,,1.58,1.06,1.228
2022-02-03,CORINTHOS,ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ,1.842,1.997,,1.585,1.069,1.233
2022-02-03,CYCLADES,ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ,2.04,2.167,,1.762,1.173,1.355
2022-02-03,LACONIA,ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ,1.869,2.001,,1.602,1.097,1.248
2022-02-03,LARISSA,ΝΟΜΟΣ ΛΑΡΙΣΗΣ,1.838,1.995,,1.573,1.052,1.239
2022-02-03,LASITHI,ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ,1.88,2.017,,1.625,1.159,1.289
2022-02-03,LESBOS,ΝΟΜΟΣ ΛΕΣΒΟΥ,1.863,2.014,1.985,1.616,1.121,1.336
2022-02-03,LEFKADA,ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ,1.877,1.998,,1.601,1.057,1.269
2022-02-03,MAGNESIA,ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ,1.857,2.011,,1.584,1.055,1.294
2022-02-03,MESSENIA,ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ,1.852,1.994,,1.585,1.086,1.256
2022-02-03,XANTHI,ΝΟΜΟΣ ΞΑΝΘΗΣ,1.856,2.018,,1.587,1.116,1.235
2022-02-03,PELLA,ΝΟΜΟΣ ΠΕΛΛΗΣ,1.82,1.958,,1.56,1.036,1.222
2022-02-03,PIERIA,ΝΟΜΟΣ ΠΙΕΡΙΑΣ,1.825,1.996,,1.564,1.064,1.211
2022-02-03,PREVEZA,ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ,1.831,1.95,,1.57,1.049,1.22
2022-02-03,RETHYMNO,ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ,1.897,2.01,,1.631,1.134,1.305
2022-02-03,RHODOPE,ΝΟΜΟΣ ΡΟΔΟΠΗΣ,1.842,1.976,,1.581,1.088,1.236
2022-02-03,SAMOS,ΝΟΜΟΣ ΣΑΜΟΥ,1.886,2.02,,1.615,1.127,1.258
2022-02-03,SERRES,ΝΟΜΟΣ ΣΕΡΡΩΝ,1.82,1.961,,1.553,1.056,1.212
2022-02-03,TRIKALA,ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ,1.826,1.969,,1.576,1.043,1.212
2022-02-03,FTHIOTIDA,ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ,1.864,2.021,1.89,1.606,1.097,1.264
2022-02-03,FLORINA,ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ,1.825,1.958,,1.573,1.083,1.231
2022-02-03,FOKIDA,ΝΟΜΟΣ ΦΩΚΙΔΟΣ,1.87,2.007,,1.633,1.121,1.285
2022-02-03,CHALKIDIKI,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,1.848,1.989,,1.584,1.064,1.241
2022-02-03,CHANIA,ΝΟΜΟΣ ΧΑΝΙΩΝ,1.876,2.006,,1.615,1.133,1.25
2022-02-03,CHIOS,ΝΟΜΟΣ ΧΙΟΥ,1.835,2.003,,1.554,1.199,1.228
2022-02-03,NATIONAL WEIGHTED AVERAGE,ΠΑΝΕΛΛΗΝΙΟΣ ΣΤΑΘΜΙΣΜΕΝΟΣ Μ.Ο.,1.841,1.99,1.791,1.582,1.046,1.24
2022-02-04,AITOLOAKARNANIA,ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ,1.876,2.031,,1.613,1.125,1.274
2022-02-04,ARGOLIDA,ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ,1.838,1.99,1.528,1.579,1.07,1.236
2022-02-04,ARCADIA,ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ,1.862,1.999,,1.604,1.074,1.251
2022-02-04,ARTA,ΝΟΜΟΣ ΑΡΤΗΣ,1.851,2.013,1.549,1.591,1.094,1.256
2022-02-04,ATTICA,ΝΟΜΟΣ ΑΤΤΙΚΗΣ,1.817,1.979,1.522,1.561,0.996,1.222
2022-02-04,ACHAEA,ΝΟΜΟΣ ΑΧΑΪΑΣ,1.844,1.999,1.857,1.596,1.086,1.239
2022-02-04,BOEOTIA,ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ,1.846,1.991,,1.585,1.061,1.239
2022-02-04,GREVENA,ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ,1.868,1.998,,1.603,1.091,1.258
2022-02-04,DRAMA,ΝΟΜΟΣ ΔΡΑΜΑΣ,1.828,2.007,,1.559,1.039,1.218
2022-02-04,DODECANESE,ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ,1.985,2.078,,1.709,1.181,1.311
2022-02-04,EVROS,ΝΟΜΟΣ ΕΒΡΟΥ,1.856,1.996,,1.591,1.093,1.262
2022-02-04,EUBOEA,ΝΟΜΟΣ ΕΥΒΟΙΑΣ,1.854,1.988,,1.593,1.059,1.243
2022-02-04,EVRYTANIA,ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ,1.937,2.115,,1.692,1.124,1.307
2022-02-04,ZAKYNTHOS,ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ,1.864,1.975,,1.593,1.169,1.251
2022-02-04,ELIS,ΝΟΜΟΣ ΗΛΕΙΑΣ,1.843,1.972,,1.575,1.049,1.236
2022-02-04,IMATHIA,ΝΟΜΟΣ ΗΜΑΘΙΑΣ,1.818,1.951,,1.558,1.011,1.226
2022-02-04,HERAKLEION,ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ,1.891,1.983,,1.622,1.149,1.271
2022-02-04,THESPROTIA,ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ,1.845,2.016,,1.609,1.08,1.285
2022-02-04,THESSALONIKI,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,1.812,1.965,1.498,1.557,1.033,1.222
2022-02-04,IOANNINA,ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ,1.831,1.977,,1.581,1.066,1.235
2022-02-04,KAVALA,ΝΟΜΟΣ ΚΑΒΑΛΑΣ,1.849,1.991,,1.594,1.083,1.242
2022-02-04,KARDITSA,ΝΟΜΟΣ ΚΑΡΔΙΤΣΗΣ,1.846,2.012,,1.577,1.044,1.247
2022-02-04,KASTORIA,ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ,1.864,1.98,,1.597,1.041,1.259
2022-02-04,CORFU (KERKYRA),ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ,1.883,2.008,,1.628,1.194,1.283
2022-02-04,KEFALONIA,ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ,1.889,2.014,,1.629,1.13,1.278
2022-02-04,KILKIS,ΝΟΜΟΣ ΚΙΛΚΙΣ,1.829,1.979,,1.572,1.065,1.236
2022-02-04,KOZANI,ΝΟΜΟΣ ΚΟΖΑΝΗΣ,1.844,1.968,,1.586,1.062,1.232
2022-02-04,CORINTHOS,ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ,1.843,1.993,1.537,1.587,1.071,1.237
2022-02-04,CYCLADES,ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ,2.042,2.165,,1.763,1.176,1.357
2022-02-04,LACONIA,ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ,1.871,1.998,,1.607,1.098,1.25
2022-02-04,LARISSA,ΝΟΜΟΣ ΛΑΡΙΣΗΣ,1.842,1.991,,1.576,1.052,1.241
2022-02-04,LASITHI,ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ,1.884,2.009,,1.629,1.159,1.295
2022-02-04,LESBOS,ΝΟΜΟΣ ΛΕΣΒΟΥ,1.864,2.01,,1.618,1.121,1.336
2022-02-04,LEFKADA,ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ,1.878,2.004,,1.604,1.062,1.278
2022-02-04,MAGNESIA,ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ,1.86,2.009,1.538,1.586,1.052,1.296
2022-02-04,MESSENIA,ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ,1.854,1.993,,1.588,1.091,1.256
2022-02-04,XANTHI,ΝΟΜΟΣ ΞΑΝΘΗΣ,1.857,2.02,,1.59,1.116,1.236
2022-02-04,PELLA,ΝΟΜΟΣ ΠΕΛΛΗΣ,1.822,1.953,,1.563,1.035,1.222
2022-02-04,PIERIA,ΝΟΜΟΣ ΠΙΕΡΙΑΣ,1.826,1.992,1.579,1.564,1.064,1.214
2022-02-04,PREVEZA,ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ,1.832,1.946,1.489,1.573,1.049,1.22
2022-02-04,RETHYMNO,ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ,1.898,2.003,,1.633,1.13,1.306
2022-02-04,RHODOPE,ΝΟΜΟΣ ΡΟΔΟΠΗΣ,1.844,1.976,,1.583,1.092,1.24
2022-02-04,SAMOS,ΝΟΜΟΣ ΣΑΜΟΥ,1.891,2.021,,1.623,1.127,1.258
2022-02-04,SERRES,ΝΟΜΟΣ ΣΕΡΡΩΝ,1.824,1.959,,1.557,1.06,1.213
2022-02-04,TRIKALA,ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ,1.829,1.968,,1.577,1.044,1.216
2022-02-04,FTHIOTIDA,ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ,1.868,2.019,1.89,1.611,1.098,1.265
2022-02-04,FLORINA,ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ,1.827,1.956,,1.577,1.089,1.231
2022-02-04,FOKIDA,ΝΟΜΟΣ ΦΩΚΙΔΟΣ,1.877,2.003,,1.639,1.127,1.289
2022-02-04,CHALKIDIKI,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,1.854,1.989,1.525,1.589,1.065,1.243
2022-02-04,CHANIA,ΝΟΜΟΣ ΧΑΝΙΩΝ,1.878,2.002,,1.618,1.133,1.251
2022-02-04,CHIOS,ΝΟΜΟΣ ΧΙΟΥ,1.837,2.0,,1.556,1.199,1.229
2022-02-04,NATIONAL WEIGHTED AVERAGE,ΠΑΝΕΛΛΗΝΙΟΣ ΣΤΑΘΜΙΣΜΕΝΟΣ Μ.Ο.,1.843,1.986,1.598,1.585,1.048,1.242
2022-02-05,AITOLOAKARNANIA,ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ,1.877,2.03,,1.615,1.125,1.275
2022-02-05,ARGOLIDA,ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ,1.84,1.995,1.528,1.581,1.071,1.237
2022-02-05,ARCADIA,ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ,1.863,1.999,,1.605,1.074,1.252
2022-02-05,ARTA,ΝΟΜΟΣ ΑΡΤΗΣ,1.853,2.014,1.549,1.592,1.097,1.258
2022-02-05,ATTICA,ΝΟΜΟΣ ΑΤΤΙΚΗΣ,1.819,1.98,1.536,1.564,0.996,1.225
2022-02-05,ACHAEA,ΝΟΜΟΣ ΑΧΑΪΑΣ,1.847,2.004,1.857,1.599,1.087,1.24
2022-02-05,BOEOTIA,ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ,1.847,1.997,,1.588,1.061,1.24
2022-02-05,GREVENA,ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ,1.87,1.998,,1.605,1.091,1.263
2022-02-05,DRAMA,ΝΟΜΟΣ ΔΡΑΜΑΣ,1.829,2.003,,1.561,1.039,1.219
2022-02-05,DODECANESE,ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ,1.985,2.078,,1.711,1.181,1.311
2022-02-05,EVROS,ΝΟΜΟΣ ΕΒΡΟΥ,1.856,1.997,,1.592,1.096,1.263
2022-02-05,EUBOEA,ΝΟΜΟΣ ΕΥΒΟΙΑΣ,1.858,1.99,,1.595,1.063,1.246
2022-02-05,EVRYTANIA,ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ,1.938,2.115,,1.693,1.124,1.307
2022-02-05,ZAKYNTHOS,ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ,1.866,1.975,,1.595,1.169,1.259
2022-02-05,ELIS,ΝΟΜΟΣ ΗΛΕΙΑΣ,1.845,1.975,,1.579,1.05,1.24
2022-02-05,IMATHIA,ΝΟΜΟΣ ΗΜΑΘΙΑΣ,1.823,1.954,,1.563,1.011,1.231
2022-02-05,HERAKLEION,ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ,1.892,1.985,,1.625,1.149,1.272
2022-02-05,THESPROTIA,ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ,1.849,2.021,,1.612,1.08,1.285
2022-02-05,THESSALONIKI,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,1.813,1.968,,1.56,1.034,1.224
2022-02-05,IOANNINA,ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ,1.838,1.98,,1.585,1.069,1.238
2022-02-05,KAVALA,ΝΟΜΟΣ ΚΑΒΑΛΑΣ,1.85,1.992,,1.596,1.088,1.244
2022-02-05,KARDITSA,ΝΟΜΟΣ ΚΑΡΔΙΤΣΗΣ,1.848,2.013,,1.583,1.045,1.252
2022-02-05,KASTORIA,ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ,1.865,1.982,,1.598,1.044,1.259
2022-02-05,CORFU (KERKYRA),ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ,1.886,2.008,,1.631,1.194,1.287
2022-02-05,KEFALONIA,ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ,1.892,2.02,,1.631,1.13,1.282
2022-02-05,KILKIS,ΝΟΜΟΣ ΚΙΛΚΙΣ,1.829,1.99,,1.579,1.066,1.24
2022-02-05,KOZANI,ΝΟΜΟΣ ΚΟΖΑΝΗΣ,1.846,1.969,,1.59,1.064,1.235
2022-02-05,CORINTHOS,ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ,1.852,1.995,1.537,1.594,1.073,1.24
2022-02-05,CYCLADES,ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ,2.041,2.166,,1.763,1.177,1.361
2022-02-05,LACONIA,ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ,1.872,1.998,,1.608,1.098,1.25
2022-02-05,LARISSA,ΝΟΜΟΣ ΛΑΡΙΣΗΣ,1.845,1.994,,1.58,1.056,1.244
2022-02-05,LASITHI,ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ,1.889,2.004,,1.632,1.163,1.297
2022-02-05,LESBOS,ΝΟΜΟΣ ΛΕΣΒΟΥ,1.861,2.01,,1.619,1.121,1.336
2022-02-05,LEFKADA,ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ,1.879,2.004,,1.604,1.062,1.278
2022-02-05,MAGNESIA,ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ,1.861,2.012,1.538,1.591,1.058,1.303
2022-02-05,MESSENIA,ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ,1.855,1.995,,1.59,1.095,1.257
2022-02-05,XANTHI,ΝΟΜΟΣ ΞΑΝΘΗΣ,1.86,2.027,,1.594,1.116,1.241
2022-02-05,PELLA,ΝΟΜΟΣ ΠΕΛΛΗΣ,1.827,1.954,,1.568,1.039,1.226
2022-02-05,PIERIA,ΝΟΜΟΣ ΠΙΕΡΙΑΣ,1.83,2.003,1.579,1.565,1.068,1.215
2022-02-05,PREVEZA,ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ,1.834,1.947,1.489,1.574,1.049,1.223
2022-02-05,RETHYMNO,ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ,1.901,2.004,,1.636,1.13,1.306
2022-02-05,RHODOPE,ΝΟΜΟΣ ΡΟΔΟΠΗΣ,1.849,1.973,,1.583,1.092,1.241
2022-02-05,SAMOS,ΝΟΜΟΣ ΣΑΜΟΥ,1.892,2.023,,1.623,1.127,1.262
2022-02-05,SERRES,ΝΟΜΟΣ ΣΕΡΡΩΝ,1.828,1.961,,1.563,1.06,1.215
2022-02-05,TRIKALA,ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ,1.831,1.973,,1.581,1.045,1.225
2022-02-05,FTHIOTIDA,ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ,1.87,2.018,1.89,1.614,1.099,1.267
2022-02-05,FLORINA,ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ,1.828,1.977,,1.58,1.095,1.233
2022-02-05,FOKIDA,ΝΟΜΟΣ ΦΩΚΙΔΟΣ,1.884,2.012,,1.648,1.137,1.293
2022-02-05,CHALKIDIKI,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,1.855,1.99,1.525,1.591,1.067,1.244
2022-02-05,CHANIA,ΝΟΜΟΣ ΧΑΝΙΩΝ,1.88,2.002,,1.619,1.137,1.255
2022-02-05,CHIOS,ΝΟΜΟΣ ΧΙΟΥ,1.842,2.0,,1.56,1.199,1.232
