address,category,closed_from,closed_to,closed_to_date,district,formatted_add,lat,lng,municipality,notes,retrieval_date,school,school_code,search_coo,status,status_date,latest_update,level,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,status_match
ΜΕΛΙΣΣΙ ΓΙΑΝΝΙΤΣΩΝ,,2021-01-25,07-02-2021,2021-02-07,,"Nikitara 6, Giannitsa 581 00, Greece",40.7922283,22.4152195,ΠΕΛΛΑΣ,,2021-01-28,ΝΗΠΙΑΓΩΓΕΙΟ ΜΕΛΙΣΣΙΟΥ ΠΕΛΛΑΣ,9380109.0,"ΝΗΠΙΑΓΩΓΕΙΟ ΜΕΛΙΣΣΙΟΥ ΠΕΛΛΑΣ,ΜΕΛΙΣΣΙ ΓΙΑΝΝΙΤΣΩΝ,ΠΕΛΛΑΣ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Νηπιαγωγεία,,,,,,,,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
ΤΣΑΚΑΣΙΑΝΟΥ 26,,2021-01-28,04-02-2021,2021-02-04,,"Tsakasianou 26, Athina 111 41, Greece",38.0159702,23.7418915,ΑΘΗΝΑΙΩΝ,,2021-01-28,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΘΗΝΩΝ,9050521.0,"3ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΘΗΝΩΝ,ΤΣΑΚΑΣΙΑΝΟΥ 26,ΑΘΗΝΑΙΩΝ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-28,Νηπιαγωγεία,,,,,,,,,,,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
ΔΙΓΕΝΗ ΚΑΙ ΙΑΣΩΝΙΔΟΥ,,2021-01-26,08-02-2021,2021-02-08,,"Digeni 23, Polichni 565 33, Greece",40.6572109,22.9470411,ΠΑΥΛΟΥ ΜΕΛΑ,"Α2 ΤΜΗΜΑ ΓΕΝΙΚΗΣ ΠΑΙΔΕΙΑΣ (Α Τάξη), Α2 ΤΜΗΜΑ ΑΓΓΛΙΚΩΝ (Α Τάξη), Α2 ΤΜΗΜΑ ΕΝΙΣΧΥΤΙΚΗΣ ΔΙΔΑΣΚΑΛΙΑΣ (Α Τάξη), Ζ0*Α2 ΤΜΗΜΑ ΟΛΟΗΜΕΡΟΥ (Α Τάξη), Ζ1*Α2 ΤΜΗΜΑ ΟΛΟΗΜΕΡΟΥ (Α Τάξη), Ζ2*Α2 ΤΜΗΜΑ ΟΛΟΗΜΕΡΟΥ (Α Τάξη) από 26/1 έως και 8/2",2021-01-28,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΟΛΙΧΝΗΣ,9190069.0,"3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΟΛΙΧΝΗΣ,ΔΙΓΕΝΗ ΚΑΙ ΙΑΣΩΝΙΔΟΥ,ΠΑΥΛΟΥ ΜΕΛΑ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΤΡΑΛΛΕΩΝ 57,,2021-01-25,04-02-2021,2021-02-04,,"Tralleon 57, Chalkida 341 00, Greece",38.46735330000001,23.604037,ΧΑΛΚΙΔΕΩΝ,"Γ1 (Γ Τάξη), Γ1 ΑΓΓΛΙΚΑ (Γ Τάξη), Γ1 ΕΝΤΑΞΗ (Γ Τάξη), ΣΤ2 (ΣΤ Τάξη), ΣΤ2 ΑΓΓΛΙΚΑ (ΣΤ Τάξη), ΣΤ2 ΓΑΛΛΙΚΑ (ΣΤ Τάξη), ΣΤ2 ΓΕΡΜΑΝΙΚΑ (ΣΤ Τάξη), ΣΤ1 (ΣΤ Τάξη), ΣΤ1 ΑΓΓΛΙΚΑ (ΣΤ Τάξη), ΣΤ1 ΓΑΛΛΙΚΑ (ΣΤ Τάξη), ΣΤ1 ΓΕΡΜΑΝΙΚΑ (ΣΤ Τάξη), Δ2 (Δ Τάξη), Δ2 ΑΓΓΛΙΚΑ (Δ Τάξη), Δ2 ΕΝΤΑΞΗ (Δ Τάξη) από 25/1 έως και 4/2",2021-01-28,5ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΛΚΙΔΑΣ,9120225.0,"5ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΛΚΙΔΑΣ,ΤΡΑΛΛΕΩΝ 57,ΧΑΛΚΙΔΕΩΝ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΠΑΠΑΦΛΕΣΣΑ 18,,2021-01-22,04-02-2021,2021-02-04,,"Papaflessa 4, Evosmos 562 24, Greece",40.6633633,22.9184513,ΚΟΡΔΕΛΙΟΥ-ΕΥΟΣΜΟΥ,"Δ1 (Δ Τάξη), Δ1 ΑΓΓ (Δ Τάξη) από 22/1 έως και 4/2",2021-01-28,9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΥΟΣΜΟΥ,9190080.0,"9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΥΟΣΜΟΥ,ΠΑΠΑΦΛΕΣΣΑ 18,ΚΟΡΔΕΛΙΟΥ-ΕΥΟΣΜΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΜΑΒΙΛΗ 11,,2021-01-28,09-02-2021,2021-02-09,,"Mavili 11, Athina 111 41, Greece",38.02184990000001,23.7373208,ΑΘΗΝΑΙΩΝ,"ΑΓΓΛΙΚΩΝ Γ΄ (Γ Τάξη), Γ΄ΤΑΞΗ (Γ Τάξη) από 28/1 έως και 9/2",2021-01-28,139ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,9051261.0,"139ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,ΜΑΒΙΛΗ 11,ΑΘΗΝΑΙΩΝ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΜΕΤΑΜΟΡΦΩΣΕΩΣ 25,,2021-01-26,08-02-2021,2021-02-08,,"Metamorfoseos 25, Kallithea 176 73, Greece",37.9506251,23.6943124,ΚΑΛΛΙΘΕΑΣ,"Γ1 (Γ Τάξη), Γ1-ΑΓΓ (Γ Τάξη) από 26/1 έως και 8/2",2021-01-28,3ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΛΙΘΕΑΣ,9050215.0,"3ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΛΙΘΕΑΣ,ΜΕΤΑΜΟΡΦΩΣΕΩΣ 25,ΚΑΛΛΙΘΕΑΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΕΛΙΣΑΒΕΤ  ΚΑΣΤΡΙΣΟΪΑ 18,,2021-01-18,29-01-2021,2021-01-29,,"Elis. Kastrisoia 18, Ioannina 454 44, Greece",39.6709516,20.8468488,ΙΩΑΝΝΙΤΩΝ,"Ε1 (Ε Τάξη), Ε2 (Ε Τάξη) από 18/1 έως και 29/1",2021-01-28,11ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΙΩΑΝΝΙΝΩΝ - Β ΕΛΙΣΑΒΕΤΕΙΟ,9200507.0,"11ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΙΩΑΝΝΙΝΩΝ - Β ΕΛΙΣΑΒΕΤΕΙΟ,ΕΛΙΣΑΒΕΤ  ΚΑΣΤΡΙΣΟΪΑ 18,ΙΩΑΝΝΙΤΩΝ",Επαναλειτουργία τμημάτων/τάξεων,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,True
ΚΕΡΑΣΟΥΝΤΟΣ 2,,2021-01-28,10-02-2021,2021-02-10,,"Ditikis Thrakis 89-91, Serres 621 25, Greece",41.0850952,23.5501274,ΣΕΡΡΩΝ,"Α1 (Α Τάξη), Α1 ΑΓΓΛΙΚΑ (Α Τάξη), Α1 ΕΝΙΣΧΥΤΙΚΗ (Α Τάξη), Ζ0*Α1 (Α Τάξη), Ζ1*Α1 (Α Τάξη), Ε1 (Ε Τάξη), Ε1   ΓΑΛΛΙΚΑ (Ε Τάξη), Ε1  ΑΓΓΛΙΚΑ (Ε Τάξη), Ε1 ΕΝΙΣΧΥΤΙΚΗ (Ε Τάξη), Ζ0*Ε1 (Ε Τάξη), Ζ1*Ε1 (Ε Τάξη), Ζ2*Ε1 (Ε Τάξη) από 28/1 έως και 10/2",2021-01-28,8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΕΡΡΩΝ,9440152.0,"8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΕΡΡΩΝ,ΚΕΡΑΣΟΥΝΤΟΣ 2,ΣΕΡΡΩΝ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΛΕΝΟΡΜΑΝ 268,,2021-01-28,07-02-2021,2021-02-07,,"Lenorman 268, Athina 104 43, Greece",38.0011628,23.7063061,ΑΘΗΝΑΙΩΝ,"Β (Β Τάξη), Β (Β Τάξη) από 28/1 έως και 7/2",2021-01-28,58ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,9050302.0,"58ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,ΛΕΝΟΡΜΑΝ 268,ΑΘΗΝΑΙΩΝ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΣΗΜΑΝΤΡΑ,,2021-01-28,10-02-2021,2021-02-10,,"Nea Propontida 632 00, Greece",40.3433423,23.3113602,ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ,,2021-01-28,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΣΗΜΑΝΤΡΑ,9490348.0,"2ο ΝΗΠΙΑΓΩΓΕΙΟ ΣΗΜΑΝΤΡΑ,ΣΗΜΑΝΤΡΑ,ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Νηπιαγωγεία,,,,,,,,,,,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
"ΑΡΙΣΤΑΡΧΟΥ 45  37ο  54΄26΄΄Βόρεια ,23ο 45΄29΄΄Ανατολικά",,2021-01-27,09-02-2021,2021-02-09,,"Aristarchou 45, Argiroupoli 164 51, Greece",37.9072701,23.7579255,ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟΛΗΣ,"ΔΖ2 (Δ Τάξη), ΕΖ2 (Ε Τάξη), ΣΤ2 (ΣΤ Τάξη) από 29/1 έως και 9/2
ΣΤ1 (ΣΤ Τάξη) από 27/1 έως και 9/2",2021-01-28,4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΡΓΥΡΟΥΠΟΛΗΣ,9050187.0,"4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΡΓΥΡΟΥΠΟΛΗΣ,ΑΡΙΣΤΑΡΧΟΥ 45  37ο  54΄26΄΄Βόρεια ,23ο 45΄29΄΄Ανατολικά,ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟΛΗΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΠΑΝΑΓΙΑΣ ΓΡΗΓΟΡΟΥΣΗΣ 61 ΚΑΙ ΔΕΚΑΤΗΣ ΕΒΔΟΜΗΣ ΝΟΕΜΒΡΗ,,2021-01-25,07-02-2021,2021-02-07,,"17is Noemvriou 37, Zefiri 134 51, Greece",38.0691589,23.716065,ΦΥΛΗΣ,"Α1 (Α Τάξη), Α1 ΑΓΓΛΙΚΩΝ (Α Τάξη) από 25/1 έως και 7/2",2021-01-28,4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΖΕΦΥΡΙΟΥ,9051778.0,"4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΖΕΦΥΡΙΟΥ,ΠΑΝΑΓΙΑΣ ΓΡΗΓΟΡΟΥΣΗΣ 61 ΚΑΙ ΔΕΚΑΤΗΣ ΕΒΔΟΜΗΣ ΝΟΕΜΒΡΗ,ΦΥΛΗΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΚΡΙΝΩΝ 24 & ΚΡΙΕΖΗ,,2021-01-28,10-02-2021,2021-02-10,,"Krinon 24, Chalandri 152 33, Greece",38.0301384,23.8074998,ΧΑΛΑΝΔΡΙΟΥ,"Ζ0*Α1 (Α Τάξη), Ζ1*Α1 (Α Τάξη), Ζ2*Α1 (Α Τάξη), Γ1 (Γ Τάξη), Γ1ΑΓ (Γ Τάξη), Γ1ΕΝ (Γ Τάξη), Γ1ΕΝΤ (Γ Τάξη), Ζ0*Γ2 (Γ Τάξη), Ζ1*Γ2 (Γ Τάξη), Ζ2*Γ1 (Γ Τάξη), Ζ0*Δ1 (Δ Τάξη), Ζ1*Δ1 (Δ Τάξη), Ζ2*Δ1 (Δ Τάξη) από 28/1 έως και 10/2",2021-01-30,11ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΛΑΝΔΡΙΟΥ,9050066.0,"11ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΛΑΝΔΡΙΟΥ,ΚΡΙΝΩΝ 24 & ΚΡΙΕΖΗ,ΧΑΛΑΝΔΡΙΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΙΠΠΟΚΡΑΤΟΥΣ ΚΑΙ ΡΕΑΣ,,2021-01-28,10-02-2021,2021-02-10,,"Titanon, Korinthos 201 00, Greece",37.9302022,22.9118284,ΚΟΡΙΝΘΙΩΝ,"Β (Β Τάξη), Β  αγγλικά (Β Τάξη), Ζ0*Β1 (Β Τάξη), Ζ1*Β1 (Β Τάξη), Ζ2*Β1 (Β Τάξη), πρόωρη υποδοχή (Β Τάξη), Δ2 (Δ Τάξη), Δ2 Αγγλικά (Δ Τάξη), Ζ0*Δ2 (Δ Τάξη), Ζ1*Δ2 (Δ Τάξη) από 28/1 έως και 10/2",2021-01-30,14ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΡΙΝΘΟΥ,9521610.0,"14ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΡΙΝΘΟΥ,ΙΠΠΟΚΡΑΤΟΥΣ ΚΑΙ ΡΕΑΣ,ΚΟΡΙΝΘΙΩΝ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΠΡΕΤΕΝΤΕΡΗ 20,,2021-01-29,11-02-2021,2021-02-11,,"Pretenteri 20, Athina 111 45, Greece",38.0143001,23.7238449,ΑΘΗΝΑΙΩΝ,,2021-01-30,130ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,9051091.0,"130ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,ΠΡΕΤΕΝΤΕΡΗ 20,ΑΘΗΝΑΙΩΝ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,,,Ολική αναστολή,Ολική αναστολή,True
Λυσιμάχου 1 & Λάμπτρων,,2021-01-28,10-02-2021,2021-02-10,,"Lamptron, Koropi 194 00, Greece",37.86606,23.821654,ΚΡΩΠΙΑΣ,"Γ2 (Γ Τάξη), ΣΤ3 (ΣΤ Τάξη) από 28/1 έως και 10/2",2021-01-30,ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ - 1ο Δ.Σ. ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΚΑΙΣΑΡΗ Α.Ε.,7521006.0,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ - 1ο Δ.Σ. ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΚΑΙΣΑΡΗ Α.Ε.,Λυσιμάχου 1 & Λάμπτρων,ΚΡΩΠΙΑΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΑΚΡΙΤΑ 37,,2021-01-27,09-02-2021,2021-02-09,,"Akrita, Evosmos 562 24, Greece",40.6695315,22.9250797,ΚΟΡΔΕΛΙΟΥ-ΕΥΟΣΜΟΥ,Β (Β Τάξη) από 27/1 έως και 9/2,2021-01-30,17ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΥΟΣΜΟΥ,9520670.0,"17ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΥΟΣΜΟΥ,ΑΚΡΙΤΑ 37,ΚΟΡΔΕΛΙΟΥ-ΕΥΟΣΜΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΑΧΑΡΝΩΝ 399 & ΤΣΟΥΝΤΑ,,2021-01-29,11-02-2021,2021-02-11,,"Αχαρνών 399 &, Tsounta, Athina 111 43, Greece",38.0214665,23.7293178,ΑΘΗΝΑΙΩΝ,"Β2 (Β Τάξη), ΟΛΟ Β ΔΙΑΤΡ (Β Τάξη), ΟΛΟ Β Ζ1 (Β Τάξη), ΟΛΟ Β Ζ2 (Β Τάξη) από 29/1 έως και 11/2",2021-01-30,141ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,9051106.0,"141ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,ΑΧΑΡΝΩΝ 399 & ΤΣΟΥΝΤΑ,ΑΘΗΝΑΙΩΝ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,True
ΚΟΥΡΤΙΔΟΥ  132,,2021-01-29,08-02-2021,2021-02-08,,"Aristotelis Kourtidou 132, Athina 111 43, Greece",38.0200196,23.726466,ΑΘΗΝΑΙΩΝ,Δ2 (Δ Τάξη) από 29/1 έως και 8/2,2021-01-30,ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΜΑΥΡΟΜΜΑΤΗ ΜΑΡΙΑ,7051018.0,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΜΑΥΡΟΜΜΑΤΗ ΜΑΡΙΑ,ΚΟΥΡΤΙΔΟΥ  132,ΑΘΗΝΑΙΩΝ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,True
ΑΝΔΡΟΥΤΣΟΥ ΚΑΙ ΖΑΛΟΓΓΟΥ 13,,2021-01-27,09-02-2021,2021-02-09,,"Odissea Androutsou 13, Chalandri 152 33, Greece",38.0280718,23.8040968,ΧΑΛΑΝΔΡΙΟΥ,Α1 (ΠΡΟΝΗΠΙΑ-ΝΗΠΙΑ Τάξη) από 27/1 έως και 9/2,2021-01-30,12ο ΝΗΠΙΑΓΩΓΕΙΟ ΧΑΛΑΝΔΡΙΟΥ,9051540.0,"12ο ΝΗΠΙΑΓΩΓΕΙΟ ΧΑΛΑΝΔΡΙΟΥ,ΑΝΔΡΟΥΤΣΟΥ ΚΑΙ ΖΑΛΟΓΓΟΥ 13,ΧΑΛΑΝΔΡΙΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Νηπιαγωγεία,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΝΙΚΟΛΑΟΥ ΠΛΑΣΤΗΡΑ 206,,2021-01-26,08-02-2021,2021-02-08,,"Nik. Plastira 206, Agii Anargiri 135 62, Greece",38.0263271,23.7245248,ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜΑΤΕΡΟΥ,"_Ε1 (Ε Τάξη), ΑΓΓΛΙΚΑ Ε1 (Ε Τάξη), ΓΑΛΛΙΚΑ  Ε1 (Ε Τάξη) από 26/1 έως και 8/2",2021-01-30,7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,9050419.0,"7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,ΝΙΚΟΛΑΟΥ ΠΛΑΣΤΗΡΑ 206,ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜΑΤΕΡΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
Χ. ΓΑΛΑΝΟΥ 10,,2021-01-25,04-02-2021,2021-02-04,,"Γαλανού 10, Panorama 552 36, Greece",40.5868817,23.0383946,ΠΥΛΑΙΑΣ-ΧΟΡΤΙΑΤΗ,"Δ1 (Δ Τάξη), Ζ2*Α1 (Α Τάξη), Ζ0*Β2 (Β Τάξη) από 25/1 έως και 4/2",2021-01-30,1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΝΟΡΑΜΑΤΟΣ,9190368.0,"1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΝΟΡΑΜΑΤΟΣ,Χ. ΓΑΛΑΝΟΥ 10,ΠΥΛΑΙΑΣ-ΧΟΡΤΙΑΤΗ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΣΠΥΡΟΥ ΠΑΤΣΗ 56,,2021-01-29,10-02-2021,2021-02-10,,"Spirou Patsi 56, Athina 118 55, Greece",37.9807502,23.7082508,ΑΘΗΝΑΙΩΝ,,2021-01-30,85ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,9050325.0,"85ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,ΣΠΥΡΟΥ ΠΑΤΣΗ 56,ΑΘΗΝΑΙΩΝ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,,,Ολική αναστολή,Ολική αναστολή,True
ΑΜΕΡΙΚΗΣ 8,,2021-01-28,10-02-2021,2021-02-10,,"Amerikis 8, Patra 264 42, Greece",38.2645737,21.7411242,ΠΑΤΡΕΩΝ,"Α1 (Α Τάξη), ΑΓΓΛΙΚΑ Α1 (Α Τάξη), Ζ2*Α1 (Α Τάξη) από 28/1 έως και 10/2",2021-01-30,64ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΤΡΩΝ,9060517.0,"64ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΤΡΩΝ,ΑΜΕΡΙΚΗΣ 8,ΠΑΤΡΕΩΝ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΑΡΧΑΙΟΤΗΤΩΝ 3,,2021-01-25,04-02-2021,2021-02-04,,"Archeotiton 3, Thessaloniki 546 32, Greece",40.6454475,22.9398011,ΘΕΣΣΑΛΟΝΙΚΗΣ,Α2 (Α Τάξη) από 25/1 έως και 4/2,2021-01-30,61ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ,9190186.0,"61ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΡΧΑΙΟΤΗΤΩΝ 3,ΘΕΣΣΑΛΟΝΙΚΗΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΣΤΡΑΤΗΓΗ 37,,2021-01-25,07-02-2021,2021-02-07,,"Epar.Od. Megaron-Moni Agiou Ierotheou 47, Megara 191 00, Greece",37.9966586,23.3328532,ΜΕΓΑΡΕΩΝ,"_Δ1 (Δ Τάξη), Δ1 ΑΓΓΛΙΚΩΝ (Δ Τάξη), Ζ0*Δ1 (Δ Τάξη), Ζ1*Δ1 (Δ Τάξη), Ζ2*Δ1 (Δ Τάξη), Τ.Υ.Δ1 (Δ Τάξη) από 25/1 έως και 7/2",2021-01-30,5ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΕΓΑΡΩΝ,9050648.0,"5ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΕΓΑΡΩΝ,ΣΤΡΑΤΗΓΗ 37,ΜΕΓΑΡΕΩΝ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
