address,area,closed_to,date,formatted_add,label_info,lat,lng,notes,retrieval_date,school,search_coo,status,status_date
ΕΥΚΑΛΥΠΤΩΝ 39,ΑΜΑΡΟΥΣΙΟΥ,16-11-2020,2020-11-16,"Efkalipton 39, Marousi 151 26, Greece",Το Γ1,38.0568627,23.8208324,Αναστέλλει τη λειτουργία του το Γ1,2020-11-04 17:15:43.710711,5ο ΓΥΜΝΑΣΙΟ ΑΜΑΡΟΥΣΙΟΥ,"5ο ΓΥΜΝΑΣΙΟ ΑΜΑΡΟΥΣΙΟΥ,ΕΥΚΑΛΥΠΤΩΝ 39,ΑΜΑΡΟΥΣΙΟΥ",Μερική αναστολή,2020-11-07
ΣΑΤΩΒΡΙΑΝΔΟΥ  9,ΧΑΪΔΑΡΙΟΥ,13-11-2020,2020-11-13,"Satovriandou 9, Chaidari 124 62, Greece",Το Στ2,38.011911299999994,23.6459834,Αναστέλλει τη λειτουργία του το ΣΤ2,2020-11-04 17:15:43.710711,ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ - ΝΕΑ ΠΑΙΔΕΙΑ ΣΠΥΡΟΣ ΝΤΑΓΚΑΣ & ΣΙΑ ΟΕ,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ - ΝΕΑ ΠΑΙΔΕΙΑ ΣΠΥΡΟΣ ΝΤΑΓΚΑΣ & ΣΙΑ ΟΕ,ΣΑΤΩΒΡΙΑΝΔΟΥ  9,ΧΑΪΔΑΡΙΟΥ",Μερική αναστολή,2020-11-07
Περιγιάλι 2,ΚΑΒΑΛΑΣ,16-11-2020,2020-11-16,"Kavala 652 01, Greece",Το Α1 Α Εξαμηνου Ειδικοτητα Διασωστης Πληρωμα Ασθενοφορου,40.9443809,24.4245558,Αναστέλλει τη λειτουργία του το Α1 Α ΕΞΑΜΗΝΟΥ ΕΙΔΙΚΟΤΗΤΑ ΔΙΑΣΩΣΤΗΣ ΠΛΗΡΩΜΑ ΑΣΘΕΝΟΦΟΡΟΥ,2020-11-04 17:15:43.710711,ΙΕΚ ΚΑΒΑΛΑΣ,"ΙΕΚ ΚΑΒΑΛΑΣ,Περιγιάλι 2,ΚΑΒΑΛΑΣ",Μερική αναστολή,2020-11-07
Μελίνας Μερκούρη 20,ΕΔΕΣΣΑΣ,16-11-2020,2020-11-16,"Gianni Ritsou 54, Edessa 582 00, Greece",Το Α1 Εξαμηνου Ειδικοτητα Διασωστης Πληρωμα Ασθενοφορου,40.8055893,22.0409328,Αναστέλλει τη λειτουργία του το Α1 ΕΞΑΜΗΝΟΥ ΕΙΔΙΚΟΤΗΤΑ ΔΙΑΣΩΣΤΗΣ ΠΛΗΡΩΜΑ ΑΣΘΕΝΟΦΟΡΟΥ,2020-11-04 17:15:43.710711,ΙΕΚ ΕΔΕΣΣΑΣ,"ΙΕΚ ΕΔΕΣΣΑΣ,Μελίνας Μερκούρη 20,ΕΔΕΣΣΑΣ",Μερική αναστολή,2020-11-07
Βουλιαγμένης 521 & Εθνάρχου Μακαρίου,ΗΛΙΟΥΠΟΛΕΩΣ,15-11-2020,2020-11-15,"Βουλιαγμένης 521 & Τ.Κ. 16341, Εθνάρχου Μακαρίου, Ilioupoli 163 41, Greece",Το Γ Εξαμηνου Ειδικοτητα Τεχνικος Μαγειρικης Τεχνης-Αρχιμαγειρος,37.92335569999999,23.745178399999997,Αναστέλλει τη λειτουργία του το Γ ΕΞΑΜΗΝΟΥ ΕΙΔΙΚΟΤΗΤΑ ΤΕΧΝΙΚΟΣ ΜΑΓΕΙΡΙΚΗΣ ΤΕΧΝΗΣ-ΑΡΧΙΜΑΓΕΙΡΟΣ,2020-11-04 17:15:43.710711,ΙΕΚ ΗΛΙΟΥΠΟΛΗΣ,"ΙΕΚ ΗΛΙΟΥΠΟΛΗΣ,Βουλιαγμένης 521 & Εθνάρχου Μακαρίου,ΗΛΙΟΥΠΟΛΕΩΣ",Μερική αναστολή,2020-11-07
Νεάπολη 1ο ΤΕΕ Ξάνθης,ΞΑΝΘΗΣ,16-11-2020,2020-11-16,"Νεάπολη, Xanthi 671 00, Greece",Το Α1 Α Εξαμηνου Ειδικοτητας Τεχνικος Κομμωτικης Τεχνης,41.12511170000001,24.8796508,Αναστέλλει τη λειτουργία του το Α1 Α ΕΞΑΜΗΝΟΥ ΕΙΔΙΚΟΤΗΤΑΣ ΤΕΧΝΙΚΟΣ ΚΟΜΜΩΤΙΚΗΣ ΤΕΧΝΗΣ,2020-11-04 17:15:43.710711,ΙΕΚ ΞΑΝΘΗΣ,"ΙΕΚ ΞΑΝΘΗΣ,Νεάπολη 1ο ΤΕΕ Ξάνθης,ΞΑΝΘΗΣ",Μερική αναστολή,2020-11-07
Ερμού 45 (Πλατεία Αριστοτέλους),ΘΕΣΣΑΛΟΝΙΚΗΣ,13-11-2020,2020-11-13,"Ermou 35, Thessaloniki 546 24, Greece",Τα 3Ν-Στπο1-Ειδικοτητας Στελεχος Τεχνολογιας Και Ελεγχου Τροφιμων Και Ποτων Έως Και 4/11/2020 Και Τα 3Ν-Μαπο1 Ειδικοτητα Τεχνικος Μαγειρικης Τεχνης Έως Και 5/11/2020 Και Το 1Ν-Τψμο1 Τεχνικος Εγκαταστασεων Ψυξης Αερισμου Και Κλιματισμου Και 1Ν-Θεμο1 Τεχνικος Τεχνολογιας Πετρελαιου Και Φυσικου Αεριουέως Και 13/11/2020,40.6354519,22.9420188,Αναστέλλουν τη λειτουργία τους τα 3Ν-ΣΤΠΟ1-ΕΙΔΙΚΟΤΗΤΑΣ ΣΤΕΛΕΧΟΣ ΤΕΧΝΟΛΟΓΙΑΣ ΚΑΙ ΕΛΕΓΧΟΥ ΤΡΟΦΙΜΩΝ ΚΑΙ ΠΟΤΩΝ έως και 4/11/2020 και τα 3Ν-ΜΑΠΟ1 ΕΙΔΙΚΟΤΗΤΑ ΤΕΧΝΙΚΟΣ ΜΑΓΕΙΡΙΚΗΣ ΤΕΧΝΗΣ έως και 5/11/2020 και το 1Ν-ΤΨΜΟ1 ΤΕΧΝΙΚΟΣ ΕΓΚΑΤΑΣΤΑΣΕΩΝ ΨΥΞΗΣ ΑΕΡΙΣΜΟΥ ΚΑΙ ΚΛΙΜΑΤΙΣΜΟΥ και 1Ν-ΘΕΜΟ1 ΤΕΧΝΙΚΟΣ ΤΕΧΝΟΛΟΓΙΑΣ ΠΕΤΡΕΛΑΙΟΥ ΚΑΙ ΦΥΣΙΚΟΥ ΑΕΡΙΟΥέως και 13/11/2020,2020-11-04 17:15:43.710711,ΙΙΕΚ ΔΕΛΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,"ΙΙΕΚ ΔΕΛΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,Ερμού 45 (Πλατεία Αριστοτέλους),ΘΕΣΣΑΛΟΝΙΚΗΣ",Μερική αναστολή,2020-11-07
"5ο Ενιαίο Λύκειο, Σολωμού 2-4",ΚΟΡΥΔΑΛΛΟΥ,16-11-2020,2020-11-16,"Solomou 2-4, Koridallos 181 22, Greece",Εξαμηνο Γ Στελεχος Διοικησης Και Οικονομιας Στον Τομεα Του Τουρισμου Έως Και 10/11/2020 Και Το Εξαμηνο Α Τεχνικος Εσωτερικων Ηλεκτρικων Εγκαταστασεων Εώς  Και 16/11/2020,37.9829964,23.6488417,Αναστέλλει τη λειτουργία του ΕΞΑΜΗΝΟ Γ ΣΤΕΛΕΧΟΣ ΔΙΟΙΚΗΣΗΣ ΚΑΙ ΟΙΚΟΝΟΜΙΑΣ ΣΤΟΝ ΤΟΜΕΑ ΤΟΥ ΤΟΥΡΙΣΜΟΥ έως και 10/11/2020 και το ΕΞΑΜΗΝΟ Α ΤΕΧΝΙΚΟΣ ΕΣΩΤΕΡΙΚΩΝ ΗΛΕΚΤΡΙΚΩΝ ΕΓΚΑΤΑΣΤΑΣΕΩΝ εώς  και 16/11/2020,2020-11-04 17:15:43.710711,ΙΕΚ ΚΟΡΥΔΑΛΛΟΥ,"ΙΕΚ ΚΟΡΥΔΑΛΛΟΥ,5ο Ενιαίο Λύκειο, Σολωμού 2-4,ΚΟΡΥΔΑΛΛΟΥ",Μερική αναστολή,2020-11-07
ΚΟΡΟΜΗΛΑ 17,ΠΑΛΛΗΝΗΣ,14-11-2020,2020-11-14,"Koromila 17, Gerakas 153 44, Greece",Τα Δ1 & Δ2,38.0004215,23.856742,Αναστέλλουν τη λειτουργία τους τα Δ1 & Δ2,2020-11-04 17:15:43.710711,6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΕΡΑΚΑ,"6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΕΡΑΚΑ,ΚΟΡΟΜΗΛΑ 17,ΠΑΛΛΗΝΗΣ",Μερική αναστολή,2020-11-07
ΑΚΡΟΠΟΛΕΩΣ 53,ΝΙΚΑΙΑΣ - ΑΓΙΟΥ Ι. ΡΕΝΤΗ,13-11-2020,2020-11-13,"Akropoleos 53, Nikea 184 51, Greece",Τα Γ4 & Γ Ανθρωπιστικο 2,37.9696979,23.636632199999998,Αναστέλλουν τη λειτουργία τους τα Γ4 & Γ ΑΝΘΡΩΠΙΣΤΙΚΟ 2,2020-11-04 17:15:43.710711,3ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΙΚΑΙΑΣ,"3ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΙΚΑΙΑΣ,ΑΚΡΟΠΟΛΕΩΣ 53,ΝΙΚΑΙΑΣ - ΑΓΙΟΥ Ι. ΡΕΝΤΗ",Μερική αναστολή,2020-11-07
ΓΕΡΑΚΑ 1,ΠΑΛΛΗΝΗΣ,13-11-2020,2020-11-13,"Leof. Geraka 1, Gerakas 153 44, Greece",Το Α2,38.012198,23.8599095,Αναστέλλει τη λειτουργία του το Α2,2020-11-04 17:15:43.710711,ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΓΕΡΑΚΑΣ - ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΑΡΓΥΡΗ-ΛΑΙΜΟΥ,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΓΕΡΑΚΑΣ - ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΑΡΓΥΡΗ-ΛΑΙΜΟΥ,ΓΕΡΑΚΑ 1,ΠΑΛΛΗΝΗΣ",Μερική αναστολή,2020-11-07
ΠΑΡΝΗΘΟΣ 20,ΜΕΤΑΜΟΡΦΩΣΕΩΣ,17-11-2020,2020-11-17,"Parnithos 20, Metamorfosi 144 52, Greece",Το Δ1 ,38.0640525,23.7571115,Αναστέλλει τη λειτουργία του το Δ1 ,2020-11-04 17:15:43.710711,6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΕΤΑΜΟΡΦΩΣΗΣ,"6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΕΤΑΜΟΡΦΩΣΗΣ,ΠΑΡΝΗΘΟΣ 20,ΜΕΤΑΜΟΡΦΩΣΕΩΣ",Μερική αναστολή,2020-11-07
ΑΓΙΑΣ ΜΑΡΙΝΑΣ,ΜΑΡΑΘΩΝΟΣ,13-11-2020,2020-11-13,"Agias Marinas 6, Nea Makri 190 05, Greece",Το Δ1,38.061469,23.98313030000001,Αναστέλλει τη λειτουργία του το Δ1,2020-11-04 17:15:43.710711,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΑΣ ΜΑΡΙΝΑΣ ΝΕΑΣ ΜΑΚΡΗΣ,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΑΣ ΜΑΡΙΝΑΣ ΝΕΑΣ ΜΑΚΡΗΣ,ΑΓΙΑΣ ΜΑΡΙΝΑΣ,ΜΑΡΑΘΩΝΟΣ",Μερική αναστολή,2020-11-07
ΑΓ. ΙΩΑΝΝΟΥ ΘΕΟΛΟΓΟΥ ΚΑΙ ΛΕΥΚΩΣΙΑΣ 50,ΠΕΡΙΣΤΕΡΙΟΥ,10-11-2020,2020-11-10,"Lefkosias 44-48, Peristeri 121 33, Greece","Τμήματα Α3 Και Τμήμα Διατμηματικής Κατεύθυνσης Χορού Έως Και Τις 9/11/2020 Και Το Β1 Και Τμήμα Διατμηματικής Κατεύθυνσης Θεάτρου, Καθώς Και Το Γυμνασιο Και Α2 Λυκειου & Διατμηματικο Τμημα Κατευθυνσης Χορου Έως Και Τις 10/11/2020 ",38.0119294,23.712258399999996,"Αναστέλλουν τη λειτουργία τους τα τμήματα Α3 και Τμήμα Διατμηματικής Κατεύθυνσης Χορού έως και τις 9/11/2020 και το Β1 και Τμήμα Διατμηματικής Κατεύθυνσης Θεάτρου, καθώς και το ΓΥΜΝΑΣΙΟ και Α2 ΛΥΚΕΙΟΥ & ΔΙΑΤΜΗΜΑΤΙΚΟ ΤΜΗΜΑ ΚΑΤΕΥΘΥΝΣΗΣ ΧΟΡΟΥ έως και τις 10/11/2020 ",2020-11-04 17:15:43.710711,ΚΑΛΛΙΤΕΧΝΙΚΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ ΜΕ ΛΥΚΕΙΑΚΕΣ ΤΑΞΕΙΣ,"ΚΑΛΛΙΤΕΧΝΙΚΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ ΜΕ ΛΥΚΕΙΑΚΕΣ ΤΑΞΕΙΣ,ΑΓ. ΙΩΑΝΝΟΥ ΘΕΟΛΟΓΟΥ ΚΑΙ ΛΕΥΚΩΣΙΑΣ 50,ΠΕΡΙΣΤΕΡΙΟΥ",Μερική αναστολή,2020-11-07
ΙΕΡΑ ΟΔΟΣ ΚΑΙ ΨΑΡΩΝ 4,ΑΙΓΑΛΕΩ,10-11-2020,2020-11-10,"Psaron 4, Egaleo 122 44, Greece",Το Γ3,37.996263299999995,23.6687585,Αναστέλλει τη λειτουργία του το Γ3,2020-11-04 17:15:43.710711,9ο ΓΥΜΝΑΣΙΟ ΑΙΓΑΛΕΩ,"9ο ΓΥΜΝΑΣΙΟ ΑΙΓΑΛΕΩ,ΙΕΡΑ ΟΔΟΣ ΚΑΙ ΨΑΡΩΝ 4,ΑΙΓΑΛΕΩ",Μερική αναστολή,2020-11-07
ΜΑΣΑΡΗ ΡΟΔΟΥ,ΡΟΔΟΥ,12-11-2020,2020-11-12,"Masari, Rhodos 851 02, Greece",,36.1795724,28.072689899999997,,2020-11-04 17:15:43.710711,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΣΑΡΩΝ ΡΟΔΟΥ,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΣΑΡΩΝ ΡΟΔΟΥ,ΜΑΣΑΡΗ ΡΟΔΟΥ,ΡΟΔΟΥ",Ολική αναστολή,2020-11-07
ΕΟ ΞΑΝΘΗΣ-ΑΒΔΗΡΩΝ 9 ΧΛΜ,ΑΒΔΗΡΩΝ,16-11-2020,2020-11-16,"9ο χλμ Ξάνθης-Αβδήρων, Vistonida 670 64, Greece",Η Β Τάξη,41.0568247,24.9488698,Αναστέλλει τη λειτουργία της η Β τάξη,2020-11-04 17:15:43.710711,ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ΞΑΝΘΗ - ΑΞΙΟΝ,"ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ΞΑΝΘΗ - ΑΞΙΟΝ,ΕΟ ΞΑΝΘΗΣ-ΑΒΔΗΡΩΝ 9 ΧΛΜ,ΑΒΔΗΡΩΝ",Μερική αναστολή,2020-11-07
ΔΙΟΣ 25 ΚΑΙ ΠΟΣΕΙΔΩΝΟΣ,ΙΛΙΟΥ (ΝΕΩΝ ΛΙΟΣΙΩΝ),16-11-2020,2020-11-16,"Posidonos 25, Ilion 131 22, Greece",Το Β3,38.0266359,23.7044308,Αναστέλλει τη λειτουργία του το Β3,2020-11-04 17:15:43.710711,9ο ΓΥΜΝΑΣΙΟ ΙΛΙΟΥ,"9ο ΓΥΜΝΑΣΙΟ ΙΛΙΟΥ,ΔΙΟΣ 25 ΚΑΙ ΠΟΣΕΙΔΩΝΟΣ,ΙΛΙΟΥ (ΝΕΩΝ ΛΙΟΣΙΩΝ)",Μερική αναστολή,2020-11-07
ΠΑΡΟΔΟΣ ΕΙΚΟΣΤΗΣ ΟΓΔΟΗΣ ΟΚΤΩΒΡΙΟΥ,ΑΛΕΞΑΝΔΡΕΙΑΣ,13-11-2020,2020-11-13,"28is Oktovriou, Alexandria 593 00, Greece",Τα Γ3 & Γ Φυτικης Παραγωγης Έως Και 12/11/2020 Και Το Β Ηλεκτρολογιας Έως Και 13/11/2020,40.6187301,22.4436097,Αναστέλλουν τη λειτουργία τους τα Γ3 & Γ ΦΥΤΙΚΗΣ ΠΑΡΑΓΩΓΗΣ έως και 12/11/2020 και το Β ΗΛΕΚΤΡΟΛΟΓΙΑΣ έως και 13/11/2020,2020-11-04 17:15:43.710711,1ο ΕΠΑΛ ΑΛΕΞΑΝΔΡΕΙΑΣ,"1ο ΕΠΑΛ ΑΛΕΞΑΝΔΡΕΙΑΣ,ΠΑΡΟΔΟΣ ΕΙΚΟΣΤΗΣ ΟΓΔΟΗΣ ΟΚΤΩΒΡΙΟΥ,ΑΛΕΞΑΝΔΡΕΙΑΣ",Μερική αναστολή,2020-11-07
ΣΑΤΩΒΡΙΑΝΔΟΥ ΚΑΙ ΑΦΡΟΔΙΤΗΣ,ΧΑΪΔΑΡΙΟΥ,16-11-2020,2020-11-16,"Afroditis ke Satovriandou, Chaidari 124 62, Greece",Το Β1,38.017403200000004,23.6488021,Αναστέλλει τη λειτουργία του το Β1,2020-11-04 17:15:43.710711,3ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΧΑΙΔΑΡΙΟΥ,"3ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΧΑΙΔΑΡΙΟΥ,ΣΑΤΩΒΡΙΑΝΔΟΥ ΚΑΙ ΑΦΡΟΔΙΤΗΣ,ΧΑΪΔΑΡΙΟΥ",Μερική αναστολή,2020-11-07
ΛΑΚΩΝΙΑΣ  ΑΚΑΡΝΑΝΙΑΣ,ΛΑΡΙΣΑΙΩΝ,14-11-2020,2020-11-14,"&, Ακαρνανίας και Λακωνίας, Larisa 413 35, Greece",Το Α2,39.62571150000001,22.4299407,Αναστέλλει τη λειτουργία του το Α2,2020-11-04 17:15:43.710711,7ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΛΑΡΙΣΑΣ,"7ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΛΑΡΙΣΑΣ,ΛΑΚΩΝΙΑΣ  ΑΚΑΡΝΑΝΙΑΣ,ΛΑΡΙΣΑΙΩΝ",Μερική αναστολή,2020-11-07
ΚΩΣΤΑ ΣΩΤΗΡΙΟΥ 1,ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ,13-11-2020,2020-11-13,"Kon/nou Sotiriou, Markopoulo Mesogeas 190 03, Greece",Το Γ1,37.8744026,23.9341635,Αναστέλλει τη λειτουργία του το Γ1,2020-11-04 17:15:43.710711,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ,"3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ,ΚΩΣΤΑ ΣΩΤΗΡΙΟΥ 1,ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ",Μερική αναστολή,2020-11-07
"ΑΓΙΟΥ ΙΩΑΝΝΗ ΡΕΝΤΗ  113-115,",ΝΙΚΑΙΑΣ - ΑΓΙΟΥ Ι. ΡΕΝΤΗ,13-11-2020,2020-11-13,"115,, Agiou Ioannou Renti 113, Nikea 182 33, Greece",Τα Γ3 & Γ Οικ2,37.958716700000004,23.6691258,Αναστέλλουν τη λειτουργία τους τα Γ3 & Γ ΟΙΚ2,2020-11-04 17:15:43.710711,ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΓΙΟY ΙΩΑΝΝΗ ΡΕΝΤΗ,"ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΓΙΟY ΙΩΑΝΝΗ ΡΕΝΤΗ,ΑΓΙΟΥ ΙΩΑΝΝΗ ΡΕΝΤΗ  113-115,,ΝΙΚΑΙΑΣ - ΑΓΙΟΥ Ι. ΡΕΝΤΗ",Μερική αναστολή,2020-11-07
ΛΕΥΚΩΣΙΑΣ 50,ΠΕΡΙΣΤΕΡΙΟΥ,13-11-2020,2020-11-13,"Lefkosias 50, Peristeri 121 33, Greece",Τμήματα Γ3 & Γφυς,38.011886,23.712480399999997,Αναστέλλουν τη λειτουργία τους τα τμήματα Γ3 & ΓΦΥΣ,2020-11-04 17:15:43.710711,1ο ΕΠΑΛ ΠΕΡΙΣΤΕΡΙΟΥ,"1ο ΕΠΑΛ ΠΕΡΙΣΤΕΡΙΟΥ,ΛΕΥΚΩΣΙΑΣ 50,ΠΕΡΙΣΤΕΡΙΟΥ",Μερική αναστολή,2020-11-07
ΣΑΡΑΝΤΑ ΕΚΚΛΗΣΙΩΝ 26,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,13-11-2020,2020-11-13,"Kon/nou Paleologou 26, Alexandroupoli 681 00, Greece",Τμήμα 2,40.84642059999999,25.8741085,Αναστέλλει τη λειτουργία του το τμήμα 2,2020-11-04 17:15:43.710711,17ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,"17ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΣΑΡΑΝΤΑ ΕΚΚΛΗΣΙΩΝ 26,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ",Μερική αναστολή,2020-11-07
ΔΗΜΗΤΡΑΣ 1,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,13-11-2020,2020-11-13,"Dimitras 1, Alexandroupoli 681 00, Greece","Τμήματα Γ1 & Γ1.2 Ανθρωπιστικων Σπουδων Έως Και 5/11/2020, Τα Β2 & Β1.1 Ανθρωπιστικων Σπουδων Έως Και 6/11/2020 Αλλά Και Τα Γ2 & Γ2.1 Έως Και 10/11/2020 Εώς Και 10/11/2020 Και Το Γ4 Έως Και. 13/11/2020 ",40.8525611,25.8683918,"Αναστέλλουν τη λειτουργία τους τα τμήματα Γ1 & Γ1.2 ΑΝΘΡΩΠΙΣΤΙΚΩΝ ΣΠΟΥΔΩΝ έως και 5/11/2020, τα Β2 & Β1.1 ΑΝΘΡΩΠΙΣΤΙΚΩΝ ΣΠΟΥΔΩΝ έως και 6/11/2020 αλλά και τα Γ2 & Γ2.1 έως και 10/11/2020 εώς και 10/11/2020 και το Γ4 έως και. 13/11/2020 ",2020-11-04 17:15:43.710711,3ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,"3ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΔΗΜΗΤΡΑΣ 1,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ",Μερική αναστολή,2020-11-07
ΗΠΕΙΡΟΥ 34,ΛΑΡΙΣΑΙΩΝ,14-11-2020,2020-11-14,"Ipirou 34, Larisa 412 22, Greece",Το Δ1 Έως Και 10/11/2020 Και Το Β1 Έως Και 14/11/2020,39.6340381,22.411476399999998,Αναστέλλει τη λειτουργία του το Δ1 έως και 10/11/2020 και το Β1 έως και 14/11/2020,2020-11-04 17:15:43.710711,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΡΙΣΑΣ,"2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΡΙΣΑΣ,ΗΠΕΙΡΟΥ 34,ΛΑΡΙΣΑΙΩΝ",Μερική αναστολή,2020-11-07
ΑΘΗΝΑ,ΑΘΗΝΑΙΩΝ,15-11-2020,2020-11-15,"Veranzerou 3, Athina 106 77, Greece",Τμήματος Αισθητικη Γ1 Ειδικοτητας Τεχνικος Αισθητικης Τεχνης Και Μακιγιαζ,37.985113,23.731033,Αναστέλλεται η λειτουργία του τμήματος ΑΙΣΘΗΤΙΚΗ Γ1 ΕΙΔΙΚΟΤΗΤΑΣ ΤΕΧΝΙΚΟΣ ΑΙΣΘΗΤΙΚΗΣ ΤΕΧΝΗΣ ΚΑΙ ΜΑΚΙΓΙΑΖ,2020-11-04 17:15:43.710711,ΙΙΕΚ ΟΜΗΡΟΣ - ΑΘΗΝΑ,"ΙΙΕΚ ΟΜΗΡΟΣ - ΑΘΗΝΑ,ΑΘΗΝΑ,ΑΘΗΝΑΙΩΝ",Μερική αναστολή,2020-11-07
ΤΕΡΜΑ ΦΙΛΩΤΑ ΚΟΚΚΙΝΟΥ,ΝΑΟΥΣΑΣ,13-11-2020,2020-11-13,"Fil. Kokkinou, Naousa 592 00, Greece","Τα Α4, Α2 & Β4",40.621551200000006,22.0737705,"Αναστέλλουν τη λειτουργία τους τα Α4, Α2 & Β4",2020-11-04 17:15:43.710711,2ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΑΟΥΣΑΣ,"2ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΑΟΥΣΑΣ,ΤΕΡΜΑ ΦΙΛΩΤΑ ΚΟΚΚΙΝΟΥ,ΝΑΟΥΣΑΣ",Μερική αναστολή,2020-11-07
ΤΕΡΜΑ ΦΙΛΩΤΑ ΚΟΚΚΙΝΟΥ,ΝΑΟΥΣΑΣ,13-11-2020,2020-11-13,"Fil. Kokkinou, Naousa 592 00, Greece","Τα Β1, Β Ας1 & Α5",40.621551200000006,22.0737705,"Αναστέλλουν τη λειτουργία τους τα Β1, Β ΑΣ1 & Α5",2020-11-04 17:15:43.710711,1ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΑΟΥΣΑΣ,"1ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΝΑΟΥΣΑΣ,ΤΕΡΜΑ ΦΙΛΩΤΑ ΚΟΚΚΙΝΟΥ,ΝΑΟΥΣΑΣ",Μερική αναστολή,2020-11-07
ΜΑΡΙΑΣ ΧΑΤΖΗΚΥΡΙΑΚΟΥ 27,ΠΕΙΡΑΙΩΣ,13-11-2020,2020-11-13,"Marias Chatzikiriakou 82, Pireas 185 38, Greece",Το Α2 Εώς Και 9/11/2020 Και Το Β Θετικο 1 Έως Και 12/11/2020 Και Τα Β1 Και Β Ανθρωπιστικο 1 Έως Και 13/11/2020,37.9355299,23.6307973,Αναστέλλει τη λειτουργία του το Α2 εώς και 9/11/2020 και το Β ΘΕΤΙΚΟ 1 έως και 12/11/2020 και τα Β1 και Β ΑΝΘΡΩΠΙΣΤΙΚΟ 1 έως και 13/11/2020,2020-11-04 17:15:43.710711,ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΚΑΛΛΙΠΟΛΗΣ ΠΕΙΡΑΙΩΣ,"ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΚΑΛΛΙΠΟΛΗΣ ΠΕΙΡΑΙΩΣ,ΜΑΡΙΑΣ ΧΑΤΖΗΚΥΡΙΑΚΟΥ 27,ΠΕΙΡΑΙΩΣ",Μερική αναστολή,2020-11-07
